Database ID,WO Type,Date Opened,Input Bulk Lot ID(s),Input Bulk Lot Type(s),Production,Total WO Input Weight,Total Finalized Weight,Output Bulk Lot ID(s),Output Bulk Lot Type(s),Production,Output Weight per Bulk Lot,Total Output Weight,Date Closed
3318,Oil - Dilution,7/9/2018 15:24,345(1),Oil,Oil Jesus OG,2140.5,14964.5,345(1)-1,Oil,Oil Jesus OG,14964.5,14964.5,7/9/2018 15:25
3321,Oil - Dilution,7/10/2018 16:09,373(1),Oil,Oil Alien Dawg (APH),2354.5,14709,373(1)-3,Oil,Oil Alien Dawg (APH),14709,14709,7/10/2018 16:10
3336,Oil - Dilution,7/12/2018 15:15,615(1),Oil,Oil Treasure Island (APH),3637.5,20278,615(1)-1,Oil,Oil Treasure Island (APH),20278,20278,7/12/2018 15:16
3330,Oil - Dilution,7/11/2018 17:09,761,Oil,R&D Oil Jesus OG,1250,4905,762,Oil,R&D Oil Jesus OG,4905,4905,7/11/2018 18:01
3344,Oil - Dilution,7/13/2018 15:07,692(1)-1,Oil,Oil Black Widow,1203.5,15065,692(2)-1,Oil,Oil Black Widow,15065,15065,7/13/2018 15:11
3394,Oil - Dilution,7/24/2018 13:30,544(1),Oil,Oil Sativa Blend,11423,25671.5,544(1)-1,Oil,Oil Sativa Blend,25671.5,25671.5,7/24/2018 13:32
3380,Oil - Dilution,7/20/2018 15:08,686(1),Oil,Oil Treasure Island (APH),9740,57878.5,686(1)-1,Oil,Oil Treasure Island (APH),57878.5,57878.5,7/20/2018 15:10
3402,Oil - Dilution,7/25/2018 14:44,788,Oil,Oil 1:1 (THC:CBD),9505,40828,788,Oil,Oil 1:1 (THC:CBD),40828,40828,7/25/2018 14:45
3420,Oil - Dilution,7/30/2018 15:00,626(1),Oil,Oil Nebula II,4085.5,17125,626(1)-1,Oil,Oil Nebula II,17125,17125,7/30/2018 15:41
3439,Oil - Dilution,8/1/2018 16:53,799,Oil,Oil 1:1 (THC:CBD),8490.5,36510,799,Oil,Oil 1:1 (THC:CBD),36510,36510,8/2/2018 10:59
3533,Oil - Dilution,8/22/2018 8:23,818,Oil,Oil Treasure Island (APH),11044,63825,818-1,Oil,Oil Treasure Island (APH),63825,63825,8/22/2018 8:25
3536,Oil - Dilution,8/22/2018 16:45,820,Oil,Oil Treasure Island (APH),7411,50914,820-1,Oil,Oil Treasure Island (APH),50914,50914,8/22/2018 16:45
3679,Oil - Dilution,10/3/2018 15:09,857(1),Oil,Oil Treasure Island (APH),9832,54334,857(1)-1,Oil,Oil Treasure Island (APH),54334,54334,10/3/2018 15:11
3680,Oil - Dilution,10/3/2018 15:35,867,Oil,Oil Hybrid Blend,10334.5,57457,867-1,Oil,Oil Hybrid Blend,57457,57457,10/3/2018 15:38
3698,Oil - Dilution,10/5/2018 13:15,873,Oil,Oil Treasure Island (APH),6823,36832,873,Oil,Oil Treasure Island (APH),36832,36832,10/5/2018 13:16
3700,Oil - Dilution,10/5/2018 15:27,874,Oil,Oil Hybrid Blend,9757,53048,874,Oil,Oil Hybrid Blend,53048,53048,10/5/2018 15:28
3722,Oil - Dilution,10/10/2018 16:09,886,Oil,Oil 1:1 (THC:CBD),9488,56442.5,886-1,Oil,Oil 1:1 (THC:CBD),56442.5,56442.5,10/10/2018 16:12
3711,Oil - Dilution,10/9/2018 14:57,871,Oil,Oil 1:1 (THC:CBD),16602,57141,871,Oil,Oil 1:1 (THC:CBD),57141,57141,10/9/2018 14:58
3713,Oil - Dilution,10/9/2018 15:15,871,Oil,Oil 1:1 (THC:CBD),485,57,871,Oil,Oil 1:1 (THC:CBD),57,57,10/9/2018 15:16
3740,Oil - Dilution,10/15/2018 14:09,860-1,Oil,Oil Treasure Island (APH),3172.5,14170.5,860-1,Oil,Oil Treasure Island (APH),14170.5,14170.5,10/15/2018 14:12
3741,Oil - Dilution,10/15/2018 14:20,613-1,Oil,Oil Sativa Blend,2630.5,14470.5,613-1,Oil,Oil Sativa Blend,14470.5,14470.5,10/15/2018 14:20
3758,Oil - Dilution,10/18/2018 15:16,894,Oil,Oil 1:1 (THC:CBD),3625.5,22522,894,Oil,Oil 1:1 (THC:CBD),22522,22522,10/18/2018 15:21
3761,Oil - Dilution,10/18/2018 17:06,626(1),Oil,Oil Nebula II,9138.3,35890,626(1)-2,Oil,Oil Nebula II,35890,35890,10/18/2018 17:09
3783,Oil - Dilution,10/24/2018 16:03,891,Oil,Oil Black Widow,7050,35646,891-1,Oil,Oil Black Widow,35646,35646,10/24/2018 16:10
3788,Oil - Dilution,10/25/2018 12:39,858-1,Oil,Oil Treasure Island (APH),8682.5,39000,858-1,Oil,Oil Treasure Island (APH),39000,39000,10/25/2018 12:40
3822,Oil - Dilution,11/1/2018 16:42,897-1,Oil,Oil Sour Kush,4674,38591.5,897-1,Oil,Oil Sour Kush,38591.5,38591.5,11/1/2018 16:45
3830,Oil - Dilution,11/2/2018 16:45,909-2,Oil,Oil Hybrid Blend,6700,52039,909-2,Oil,Oil Hybrid Blend,52039,52039,11/2/2018 16:46
3826,Oil - Dilution,11/2/2018 14:36,909-1,Oil,Oil Hybrid Blend,5774.5,52089,909-1,Oil,Oil Hybrid Blend,52089,52089,11/2/2018 14:37
3837,Oil - Dilution,11/6/2018 8:03,900-1,Oil,Oil Black Widow,11643,53266,900-1,Oil,Oil Black Widow,53266,53266,11/6/2018 8:05
3851,Oil - Dilution,11/8/2018 15:21,925-1,Oil,Oil Black Widow,10402,52028,925-1,Oil,Oil Black Widow,52028,52028,11/8/2018 15:22
3884,Oil - Dilution,11/16/2018 14:53,854,Oil,Oil Hybrid Blend,10431,51941,854-1,Oil,Oil Hybrid Blend,51941,51941,11/16/2018 14:57
3894,Oil - Dilution,11/20/2018 16:42,937,Oil,Oil Hybrid Blend,6592.25,51946,937-1,Oil,Oil Hybrid Blend,51946,51946,11/20/2018 16:44
3895,Oil - Dilution,11/20/2018 17:05,937,Oil,Oil Hybrid Blend,6592.25,51863,937-2,Oil,Oil Hybrid Blend,51863,51863,11/20/2018 17:11
3899,Oil - Dilution,11/21/2018 13:37,936,Oil,Oil 1:1 (THC:CBD),7076,40077,936-1,Oil,Oil 1:1 (THC:CBD),40077,40077,11/21/2018 13:38
3909,Oil - Dilution,11/26/2018 14:10,936,Oil,Oil 1:1 (THC:CBD),9761,55116,936-2,Oil,Oil 1:1 (THC:CBD),55116,55116,11/26/2018 14:16
3917,Oil - Dilution,11/28/2018 15:19,911,Oil,Oil Black Widow,6308,32994,945-1,Oil,Oil Black Widow,32994,32994,11/28/2018 15:22
3917,Oil - Dilution,11/28/2018 15:19,925,Oil,Oil Black Widow,6308,32994,945-1,Oil,Oil Black Widow,32994,32994,11/28/2018 15:22
3919,Oil - Dilution,11/28/2018 16:03,691(1),Oil,Oil Alien Dawg (APH),6663,47995,691(1)-1,Oil,Oil Alien Dawg (APH),47995,47995,11/28/2018 16:04
3924,Oil - Dilution,11/29/2018 15:50,937,Oil,Oil Hybrid Blend,6386.5,51964,937-3,Oil,Oil Hybrid Blend,51964,51964,11/29/2018 15:54
3962,Oil - Dilution,12/5/2018 16:32,972,Oil,Oil Jesus OG,1903,9498,972-1,Oil,Oil Jesus OG,9498,9498,12/5/2018 16:39
4031,Oil - Dilution,12/20/2018 12:52,907,Oil,Oil Nebula II,2197,8603,907-1,Oil,Oil Nebula II,8603,8603,12/20/2018 12:55
4057,Oil - Dilution,1/3/2019 15:12,984,Oil,Oil Treasure Island (APH),12588.5,62584,984-1,Oil,Oil Treasure Island (APH),62584,62584,1/3/2019 15:15
4058,Oil - Dilution,1/4/2019 12:48,981,Oil,Oil Nightingale (NN),10321.5,35006,981-1,Oil,Oil Nightingale (NN),35006,35006,1/4/2019 12:50
4074,Oil - Dilution,1/9/2019 12:55,994,Dried,Oil Treasure Island (APH),10417,51900,994-1,Oil,Oil Treasure Island (APH),51900,51900,1/9/2019 13:01
4105,Oil - Dilution,1/15/2019 16:43,982,Oil,Oil Nightingale (NN),7604,42863,982-1,Oil,Oil Nightingale (NN),42863,42863,1/15/2019 16:44
4181,Oil - Dilution,1/23/2019 16:04,1033,Oil,Oil Nightingale (NN),8617,50890,1033-1,Oil,Oil Nightingale (NN),50890,50890,1/23/2019 16:05
4222,Oil - Dilution,2/1/2019 14:07,1047,Oil,Oil Hybrid Blend,8701,43990,HB-1047-1,Oil,Oil Hybrid Blend,43990,43990,2/1/2019 14:10
4226,Oil - Dilution,2/4/2019 11:19,1020,Oil,Oil High CBD,10317.5,51985,CBD-1020-1,Oil,Oil High CBD,51985,51985,2/4/2019 11:22
4217,Oil - Dilution,1/31/2019 13:10,899,Oil,Oil Sour Kush,10936.5,54020,899-1,Oil,Oil Sour Kush,54020,54020,1/31/2019 13:11
4244,Oil - Dilution,2/6/2019 12:41,1048,Oil,Oil Treasure Island (APH),5522.5,24857,TI-1048-1,Oil,Oil Treasure Island (APH),24857,24857,2/6/2019 12:43
4247,Oil - Dilution,2/7/2019 8:14,897,Oil,Oil Sour Kush,12350.5,80000,1064,Oil,Oil Sour Kush,80000,80000,2/7/2019 8:15
4247,Oil - Dilution,2/7/2019 8:14,899,Oil,Oil Sour Kush,12350.5,80000,1064,Oil,Oil Sour Kush,80000,80000,2/7/2019 8:15
4254,Oil - Dilution,2/7/2019 15:54,1021,Oil,Oil High CBD,4178.5,22900,1021-1,Oil,Oil High CBD,22900,22900,2/7/2019 15:55
4277,Oil - Dilution,2/15/2019 14:17,899-1,Oil,Oil Sour Kush,55349.5,55222,1071-1,Oil,Oil Sour Kush,55222,55222,2/15/2019 14:19
4277,Oil - Dilution,2/15/2019 14:17,1028,Oil,Oil Sour Kush,55349.5,55222,1071-1,Oil,Oil Sour Kush,55222,55222,2/15/2019 14:19
4265,Oil - Dilution,2/12/2019 12:06,920,Oil,Oil Black Widow,13844,64999,920-1,Oil,Oil Black Widow,64999,64999,2/12/2019 12:12
4273,Oil - Dilution,2/14/2019 14:43,920-1,Oil,Oil Black Widow,64438.5,2280,920-1,Oil,Oil Black Widow,2280,2280,2/14/2019 14:44
3338,Oil - Encapsulation and Sealing,7/12/2018 21:58,762,Oil,R&D Oil Jesus OG,835.5,260.5,769,Oil,R&D Oil Jesus OG,260.5,260.5,7/12/2018 22:01
3499,Oil - Encapsulation and Sealing,8/15/2018 16:43,125(1)-1,Oil,R&D Oil Jesus OG,942,1091.5,814,Oil,R&D Oil Jesus OG,1091.5,1091.5,8/15/2018 16:46
3796,Oil - Encapsulation and Sealing,10/27/2018 13:00,626(1)-2-3,Oil,Oil Nebula II,19997,19304.9,626(1)-2-3,Oil,Oil Nebula II,19304.9,19304.9,10/27/2018 13:02
3853,Oil - Encapsulation and Sealing,11/9/2018 11:39,891-1-3,Oil,Oil Black Widow,20002,19848,891-1-3,Oil,Oil Black Widow,19848,19848,11/9/2018 11:39
3857,Oil - Encapsulation and Sealing,11/9/2018 16:30,897-1-3,Oil,Oil Sour Kush,19952.5,19600.9,897-1-3,Oil,Oil Sour Kush,19600.9,19600.9,11/9/2018 16:31
4207,Oil - Encapsulation and Sealing,1/29/2019 14:17,891-1,Oil,Oil Black Widow,15506,15147.75,891-1-3(1),Oil,Oil Black Widow,15147.75,15147.75,1/29/2019 14:19
4224,Oil - Encapsulation and Sealing,2/4/2019 10:21,897-1,Oil,Oil Sour Kush,18055,18055,897-1-3(1),Oil,Oil Sour Kush,18055,18055,2/4/2019 10:24
34,Oil - Extraction,12/28/2016 10:49,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,5135,410,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,410,410,12/28/2016 11:08
35,Oil - Extraction,12/28/2016 10:53,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,3131,200,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,200,200,12/28/2016 11:17
67,Oil - Extraction,1/23/2017 13:17,Research Blend-2-032(2),Oil,R&D Oil Research Blends,1014.5,93,Research Blend-2-032(2),Oil,R&D Oil Research Blends,93,93,1/23/2017 13:19
83,Oil - Extraction,1/30/2017 11:54,Research Blend-2-019(2),Oil,R&D Oil Research Blends,1047,87,Research Blend-2-019(2),Oil,R&D Oil Research Blends,87,87,1/31/2017 17:06
129,Oil - Extraction,2/24/2017 15:29,125,Oil,R&D Oil Jesus OG,2819,710,125(2),Oil,R&D Oil Jesus OG,710,710,2/24/2017 15:31
135,Oil - Extraction,2/28/2017 20:01,125,Oil,R&D Oil Jesus OG,1375.5,379,125(3),Oil,R&D Oil Jesus OG,379,379,2/28/2017 20:03
95,Oil - Extraction,2/21/2017 23:33,125,Oil,R&D Oil Jesus OG,4270,1622.5,125(1),Oil,R&D Oil Jesus OG,1622.5,1622.5,2/21/2017 23:39
172,Oil - Extraction,4/10/2017 16:01,Research Blend-3,Oil,R&D Oil Research Blends,2377.5,275.5,Research Blend-3,Oil,R&D Oil Research Blends,275.5,275.5,4/12/2017 17:38
206,Oil - Extraction,5/1/2017 18:15,197,Oil,Oil Black Widow,3085.5,1399,197(1),Oil,Oil Black Widow,1399,1399,5/2/2017 18:33
274,Oil - Extraction,6/21/2017 15:52,248,Oil,R&D Oil Treasure Island,1604.5,854.5,248,Oil,R&D Oil Treasure Island,1709,1709,6/21/2017 17:26
294,Oil - Extraction,7/18/2017 23:55,254,Oil,Oil Jesus OG,8782.5,1782.5,254,Oil,Oil Jesus OG,1782.5,1782.5,7/21/2017 20:23
321,Oil - Extraction,8/10/2017 16:30,275,Oil,R&D Oil Alien Dawg,725,160,275(1),Oil,R&D Oil Alien Dawg,160,160,8/10/2017 16:31
698,Oil - Extraction,9/18/2017 16:49,197,Oil,R&D Oil Black Widow,950.5,276,197(2),Oil,R&D Oil Black Widow,276,276,9/18/2017 16:51
887,Oil - Extraction,10/17/2017 11:48,374,Oil,Oil Sativa Blend,2177.5,620.5,374(1),Oil,Oil Sativa Blend,620.5,620.5,10/17/2017 12:06
888,Oil - Extraction,10/17/2017 12:28,374,Oil,Oil Sativa Blend,2177.5,894,374(2),Oil,Oil Sativa Blend,894,894,10/17/2017 12:29
960,Oil - Extraction,10/27/2017 17:06,383,Oil,Oil Alien Dawg (APH),4398,268.5,383(1),Oil,Oil Alien Dawg (APH),268.5,268.5,10/27/2017 17:09
1762,Oil - Extraction,1/10/2018 13:51,338,Oil,Oil Black Widow,9481.5,2064,338(1),Oil,Oil Black Widow,2064,2064,1/10/2018 13:55
1776,Oil - Extraction,1/12/2018 14:09,339,Oil,Oil Black Widow,8350.5,1574,339(1),Oil,Oil Black Widow,1574,1574,1/12/2018 14:13
1089,Oil - Extraction,11/15/2017 13:17,380,Oil,Oil Treasure Island (APH),5115,876.84,380(1),Oil,Oil Treasure Island (APH),876.84,876.84,11/15/2017 13:29
1236,Oil - Extraction,11/24/2017 10:21,372,Oil,Oil Alien Dawg (APH),5429,1499.5,372,Oil,Oil Alien Dawg (APH),1499.5,1499.5,11/24/2017 10:30
1350,Oil - Extraction,12/5/2017 15:49,260,Oil,Oil Sativa Blend,7547.5,1190.5,260(1),Oil,Oil Sativa Blend,1190.5,1190.5,12/5/2017 15:51
1355,Oil - Extraction,12/7/2017 16:22,260,Oil,Oil Sativa Blend,10140.76,1629.5,260(2),Oil,Oil Sativa Blend,1629.5,1629.5,12/7/2017 16:25
1397,Oil - Extraction,12/11/2017 13:14,346,Oil,Oil Jesus OG,7498.5,1697,346(1),Oil,Oil Jesus OG,1697,1697,12/11/2017 13:17
1431,Oil - Extraction,12/13/2017 16:30,264,Oil,Oil Hybrid Blend,4511.5,757,264(1),Oil,Oil Hybrid Blend,757,757,12/13/2017 16:37
1493,Oil - Extraction,12/16/2017 9:52,370,Oil,Oil Hybrid Blend,8337,1281.5,370(1),Oil,Oil Hybrid Blend,1281.5,1281.5,12/16/2017 9:55
1553,Oil - Extraction,12/21/2017 9:22,330,Oil,Oil Sativa Blend,4904,946,330(1),Oil,Oil Sativa Blend,946,946,12/21/2017 9:24
1576,Oil - Extraction,12/21/2017 16:30,331,Oil,Oil Hybrid Blend,9730.5,1761,331(1),Oil,Oil Hybrid Blend,1761,1761,12/21/2017 16:33
1589,Oil - Extraction,12/22/2017 13:49,265,Oil,Oil THC/CBD Mixed Blend ,7631,968.5,265(1),Oil,Oil THC/CBD Mixed Blend ,968.5,968.5,12/22/2017 13:52
1743,Oil - Extraction,1/4/2018 16:27,373,Oil,Oil Alien Dawg (APH),10244.5,2085.5,373(1),Oil,Oil Alien Dawg (APH),2085.5,2085.5,1/4/2018 16:30
1023,Oil - Extraction,11/3/2017 14:42,340,Oil,Oil Black Widow,7278.93,1560.5,340(1),Oil,Oil Black Widow,1560.5,1560.5,11/3/2017 14:45
1745,Oil - Extraction,1/4/2018 16:35,369,Oil,Oil Sativa Blend,4479.5,785.5,369(1),Oil,Oil Sativa Blend,785.5,785.5,1/5/2018 16:04
978,Oil - Extraction,10/30/2017 17:25,341,Oil,Oil Black Widow,4910.5,1277,341,Oil,Oil Black Widow,1277,1277,10/30/2017 17:34
1850,Oil - Extraction,1/17/2018 15:10,255,Oil,Oil Jesus OG,8069.52,1598.1,255(1),Oil,Oil Jesus OG,1598.1,1598.1,1/17/2018 15:13
1883,Oil - Extraction,1/19/2018 12:00,347,Oil,Oil Jesus OG,7513.5,1528,347(1),Oil,Oil Jesus OG,1528,1528,1/19/2018 12:03
2053,Oil - Extraction,2/5/2018 14:24,348,Oil,Oil Jesus OG,8418,1904.5,348(1),Oil,Oil Jesus OG,1904.5,1904.5,2/5/2018 14:34
2103,Oil - Extraction,2/14/2018 14:55,441,Oil,Oil Treasure Island (APH),4006.5,820,441(1),Oil,Oil Treasure Island (APH),820,820,2/14/2018 15:04
2118,Oil - Extraction,2/16/2018 11:40,441,Oil,Oil Treasure Island (APH),4482.5,846,441(2),Oil,Oil Treasure Island (APH),846,846,2/16/2018 11:42
2580,Oil - Extraction,3/23/2018 13:40,345,Oil,Oil Jesus OG,8952.5,2091.3,345(1),Oil,Oil Jesus OG,2091.3,2091.3,3/23/2018 13:42
2607,Oil - Extraction,3/29/2018 15:35,442,Oil,Oil Treasure Island (APH),8559.5,1647,442,Oil,Oil Treasure Island (APH),1647,1647,3/29/2018 15:37
2609,Oil - Extraction,3/29/2018 16:00,442,Oil,Oil Treasure Island (APH),1647,1647,442(1),Oil,Oil Treasure Island (APH),1647,1647,3/29/2018 16:01
2616,Oil - Extraction,4/3/2018 15:14,614,Oil,Oil Alien Dawg (APH),4137,1131.4,614(1),Oil,Oil Alien Dawg (APH),1131.4,1131.4,4/3/2018 15:16
2822,Oil - Extraction,4/27/2018 16:59,626,Oil,Oil Nebula II,8449,2068.5,626(1),Oil,Oil Nebula II,2068.5,2068.5,4/27/2018 17:01
2863,Oil - Extraction,5/4/2018 14:55,631,Oil,Oil Black Widow,2341,421.5,631,Oil,Oil Black Widow,421.5,421.5,5/4/2018 14:58
2856,Oil - Extraction,5/3/2018 15:59,640,Oil,Oil Atomical Haze,8691,1547.5,640,Oil,Oil Atomical Haze,1547.5,1547.5,5/3/2018 16:01
2898,Oil - Extraction,5/9/2018 11:03,630,Oil,Oil Northern Lights,8248.5,1172.5,630(1),Oil,Oil Northern Lights,1172.5,1172.5,5/9/2018 11:05
2935,Oil - Extraction,5/11/2018 13:35,642,Oil,Oil Atomical Haze,4179.5,661,642(1),Oil,Oil Atomical Haze,661,661,5/11/2018 13:40
2959,Oil - Extraction,5/15/2018 12:57,629,Oil,Oil Nebula II,3366.5,586,629,Oil,Oil Nebula II,586,586,5/15/2018 13:00
2960,Oil - Extraction,5/15/2018 13:02,629,Oil,Oil Nebula II,586,586,629(1),Oil,Oil Nebula II,586,586,5/15/2018 14:55
2991,Oil - Extraction,5/18/2018 13:15,628,Oil,Oil Nebula II,8764,1275.5,628(1),Oil,Oil Nebula II,1275.5,1275.5,5/18/2018 13:16
3011,Oil - Extraction,5/23/2018 13:35,615,Oil,Oil Treasure Island (APH),4111,608,615(1),Oil,Oil Treasure Island (APH),608,608,5/29/2018 11:10
3074,Oil - Extraction,6/1/2018 14:59,686,Oil,Oil Treasure Island (APH),8122,1665,686(1),Oil,Oil Treasure Island (APH),1665,1665,6/1/2018 15:01
3106,Oil - Extraction,6/6/2018 15:55,692,Oil,Oil Black Widow,10828.5,2142,692(1),Oil,Oil Black Widow,2142,2142,6/6/2018 15:57
3132,Oil - Extraction,6/8/2018 14:03,691,Oil,Oil Alien Dawg (APH),8705.5,1865,691,Oil,Oil Alien Dawg (APH),1865,1865,6/8/2018 14:04
3133,Oil - Extraction,6/8/2018 14:05,691,Oil,Oil Alien Dawg (APH),1865,1865,691(1),Oil,Oil Alien Dawg (APH),1865,1865,6/8/2018 14:06
3162,Oil - Extraction,6/13/2018 11:32,687,Oil,Oil Treasure Island (APH),8633.5,1990.5,687(1),Oil,Oil Treasure Island (APH),1990.5,1990.5,6/13/2018 11:33
3191,Oil - Extraction,6/15/2018 14:20,625,Oil,Oil Nebula II,5626.5,1072,625(1),Oil,Oil Nebula II,1072,1072,6/15/2018 14:21
3212,Oil - Extraction,6/21/2018 12:34,624,Oil,Oil Nebula II,14411,1990,624(1),Oil,Oil Nebula II,1990,1990,6/21/2018 12:34
3223,Oil - Extraction,6/25/2018 10:00,641,Oil,Oil Atomical Haze,8873,1586.5,641(1),Oil,Oil Atomical Haze,1586.5,1586.5,6/25/2018 10:01
3258,Oil - Extraction,6/27/2018 15:08,542,Oil,Oil Sativa Blend,7247.5,1226.5,542(1),Oil,Oil Sativa Blend,1226.5,1226.5,8/1/2018 15:10
3273,Oil - Extraction,6/29/2018 13:43,468,Oil,Oil Northern Lights,7928,1090.5,468(1),Oil,Oil Northern Lights,1090.5,1090.5,6/29/2018 13:46
3306,Oil - Extraction,7/6/2018 15:51,544,Oil,Oil Sativa Blend,10569.5,1740,544(1),Oil,Oil Sativa Blend,1740,1740,7/6/2018 15:52
3414,Oil - Extraction,7/27/2018 16:57,776,Oil,Oil THC/CBD Mixed Blend ,4869,783.5,776,Oil,Oil THC/CBD Mixed Blend ,783.5,783.5,7/27/2018 16:57
3471,Oil - Extraction,8/8/2018 16:45,784,Oil,Oil Hybrid Blend,10513.5,1836,784(1),Oil,Oil Hybrid Blend,1836,1836,8/8/2018 16:47
3489,Oil - Extraction,8/14/2018 11:06,804,Dried,Oil Treasure Island (APH),7550.5,1541,804(1),Dried,Oil Treasure Island (APH),1541,1541,8/14/2018 11:08
3513,Oil - Extraction,8/17/2018 16:21,806,Dried,Oil Treasure Island (APH),6129,1104.5,806,Dried,Oil Treasure Island (APH),1104.5,1104.5,8/17/2018 16:22
3503,Oil - Extraction,8/16/2018 14:29,805,Dried,Oil Treasure Island (APH),6221,1017,805,Dried,Oil Treasure Island (APH),1017,1017,8/16/2018 14:30
3559,Oil - Extraction,9/5/2018 13:34,466,Dried,Oil Northern Lights,7205,1129,466,Dried,Oil Northern Lights,1129,1129,9/5/2018 13:34
3568,Oil - Extraction,9/10/2018 12:01,467,Dried,Oil Northern Lights,7028.5,1147.5,467,Dried,Oil Northern Lights,1147.5,1147.5,9/10/2018 12:01
3548,Oil - Extraction,8/30/2018 14:52,815,Oil,Oil Treasure Island (APH),6019.5,962,815,Oil,Oil Treasure Island (APH),962,962,8/30/2018 14:52
3585,Oil - Extraction,9/14/2018 9:37,771,Oil,Oil Northern Lights,6483,1023.5,771,Oil,Oil Northern Lights,1023.5,1023.5,9/14/2018 9:39
3615,Oil - Extraction,9/19/2018 12:32,772,Dried,Oil Northern Lights,8754,1372,772,Dried,Oil Northern Lights,1372,1372,9/19/2018 12:32
3631,Oil - Extraction,9/21/2018 14:13,773,Dried,Oil Northern Lights,10206.6,1483,773,Dried,Oil Northern Lights,1483,1483,9/21/2018 14:15
3650,Oil - Extraction,9/27/2018 10:55,476,Dried,Oil Sativa Blend,8587,1602.5,476,Dried,Oil Sativa Blend,1602.5,1602.5,9/27/2018 11:02
3660,Oil - Extraction,9/28/2018 16:21,857,Oil,Oil Treasure Island (APH),10510.5,1669,857(1),Oil,Oil Treasure Island (APH),1669,1669,9/28/2018 16:26
3670,Oil - Extraction,10/1/2018 17:31,857,Oil,Oil Treasure Island (APH),7731,1243,857(2),Oil,Oil Treasure Island (APH),1243,1243,10/1/2018 17:36
3693,Oil - Extraction,10/4/2018 16:33,858,Dried,Oil Treasure Island (APH),8090.5,1343.5,858,Dried,Oil Treasure Island (APH),1343.5,1343.5,10/4/2018 16:37
3703,Oil - Extraction,10/5/2018 16:14,860,Dried,Oil Treasure Island (APH),8605.5,1394,860,Dried,Oil Treasure Island (APH),1394,1394,10/5/2018 16:17
3734,Oil - Extraction,10/15/2018 9:54,543,Dried,Oil Sativa Blend,8477.5,1354,543,Dried,Oil Sativa Blend,1354,1354,10/15/2018 10:01
3745,Oil - Extraction,10/16/2018 9:47,473,Dried,Oil Nebula II,4982,874.5,473,Dried,Oil Nebula II,874.5,874.5,10/16/2018 9:49
3774,Oil - Extraction,10/22/2018 16:55,891,Dried,Oil Black Widow,16348,2203.5,903,Dried,Oil Northern Lights,2203.5,2203.5,10/22/2018 17:05
3784,Oil - Extraction,10/25/2018 8:20,897,Dried,Oil Sour Kush,10576,1864.5,897,Dried,Oil Sour Kush,1864.5,1864.5,10/25/2018 8:20
3821,Oil - Extraction,11/1/2018 16:41,900,Dried,Oil Black Widow,14467,3238.5,900,Dried,Oil Black Widow,3238.5,3238.5,11/1/2018 16:42
3801,Oil - Extraction,10/30/2018 11:20,472,Dried,Oil Nebula II,10767.5,1738.5,472,Dried,Oil Nebula II,1738.5,1738.5,10/30/2018 11:21
3858,Oil - Extraction,11/12/2018 8:45,854,Oil,Oil Hybrid Blend,11301.5,1672.5,854,Oil,Oil Hybrid Blend,1672.5,1672.5,11/12/2018 8:46
3880,Oil - Extraction,11/15/2018 16:21,911,Dried,Oil Black Widow,16437.5,3294,911,Dried,Oil Black Widow,3294,3294,11/15/2018 16:23
3896,Oil - Extraction,11/20/2018 17:13,920,Dried,Oil Black Widow,15421,2868,920,Dried,Oil Black Widow,2868,2868,11/20/2018 17:16
3929,Oil - Extraction,11/29/2018 17:08,903,Dried,Oil Northern Lights,10875.5,1453.5,903,Dried,Oil Northern Lights,1453.5,1453.5,11/29/2018 17:09
3959,Oil - Extraction,12/4/2018 17:10,931,Dried,Oil Hybrid Blend,10715,1243,931,Dried,Oil Hybrid Blend,1243,1243,12/4/2018 17:11
4001,Oil - Extraction,12/14/2018 11:00,981,Dried,Oil Nightingale (NN),11349,1102.5,981,Dried,Oil Nightingale (NN),1102.5,1102.5,12/14/2018 11:01
3976,Oil - Extraction,12/10/2018 17:18,545,Dried,Oil Sativa Blend,11650,1634,545,Dried,Oil Sativa Blend,1634,1634,12/13/2018 14:39
4019,Oil - Extraction,12/19/2018 13:05,982,Dried,Oil Nightingale (NN),16670.5,1180.5,982,Dried,Oil Nightingale (NN),1180.5,1180.5,12/19/2018 13:06
4024,Oil - Extraction,12/19/2018 16:21,982,Oil,Oil Nightingale (NN),15093.5,1180.5,982,Oil,Oil Nightingale (NN),1180.5,1180.5,12/19/2018 16:22
4035,Oil - Extraction,12/21/2018 15:46,984,Dried,Oil Treasure Island (APH),10763.5,1993,984,Dried,Oil Treasure Island (APH),1993,1993,12/21/2018 15:48
4060,Oil - Extraction,1/4/2019 14:32,994,Dried,Oil Treasure Island (APH),11281.5,2021.5,994,Dried,Oil Treasure Island (APH),2021.5,2021.5,1/4/2019 14:34
4067,Oil - Extraction,1/7/2019 15:36,987,Dried,DI Sour Kush-S-8-15 (Afternoon Delight),4695.9,4695.9,987(3),Dried,DI Sour Kush-S-8-15 (Afternoon Delight),4695.9,4695.9,1/7/2019 15:37
