Database ID,WO Type,Date Opened,Input Bulk Lot ID(s),Input Bulk Lot Type(s),Production,Total WO Input Weight,Total Finalized Weight,Output Bulk Lot ID(s),Output Bulk Lot Type(s),Production,Output Weight per Bulk Lot,Total Output Weight,Date Closed
4088,Oil - Extraction,1/11/2019 12:13,983,Dried,Oil Nightingale (NN),15587.5,1494.5,983,Dried,Oil Nightingale (NN),1494.5,1494.5,1/11/2019 12:15
4106,Oil - Extraction,1/16/2019 12:42,1007,Dried,Oil Nebula II,12728.5,2264,1007,Dried,Oil Nebula II,2264,2264,1/16/2019 12:43
4145,Oil - Extraction,1/21/2019 10:02,1008,Dried,Oil Nebula II,12102,2401,1008,Dried,Oil Nebula II,2401,2401,1/21/2019 10:02
4198,Oil - Extraction,1/25/2019 15:57,1020,Dried,Oil High CBD,12117,2444.5,1020,Dried,Oil High CBD,2444.5,2444.5,1/25/2019 15:58
4225,Oil - Extraction,2/4/2019 10:43,1022,Dried,Oil High CBD,12187.5,1596.5,1022,Dried,Oil High CBD,1596.5,1596.5,2/4/2019 10:44
4211,Oil - Extraction,1/30/2019 10:08,1021,Dried,Oil High CBD,12673.5,1865,1021,Dried,Oil High CBD,1865,1865,1/30/2019 10:09
4252,Oil - Extraction,2/7/2019 14:26,1032,Dried,Oil Black Widow,16281,3526,1032,Dried,Oil Black Widow,3526,3526,2/7/2019 14:26
4266,Oil - Extraction,2/12/2019 15:07,1028,Dried,Oil Sour Kush,15947,2700.5,1028,Dried,Oil Sour Kush,2700.5,2700.5,2/12/2019 15:09
38,Oil - Filtration,1/1/2017 1:40,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,0,0,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,0,0,1/1/2017 1:46
40,Oil - Filtration,1/1/2017 1:44,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,0,0,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,0,0,1/1/2017 1:45
39,Oil - Filtration,1/1/2017 1:44,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,0,0,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,0,0,1/1/2017 1:45
90,Oil - Filtration,2/12/2017 11:01,Research Blend-2-019(2),Oil,R&D Oil Research Blends,0,0,Research Blend-2-019(2),Oil,R&D Oil Research Blends,0,0,2/12/2017 11:05
73,Oil - Filtration,1/25/2017 18:06,Research Blend-2-032(2),Oil,R&D Oil Research Blends,0,0,Research Blend-2-032(2),Oil,R&D Oil Research Blends,0,0,1/25/2017 18:07
76,Oil - Filtration,1/25/2017 18:26,Research Blend-2-032(clean)-Crude,Oil,R&D Oil Research Blends,0,0,Research Blend-2-032(clean)-Crude,Oil,R&D Oil Research Blends,0,0,1/25/2017 18:27
100,Oil - Filtration,2/22/2017 18:43,125(1),Oil,R&D Oil Jesus OG,0,0,125(1),Oil,R&D Oil Jesus OG,0,0,2/22/2017 18:44
98,Oil - Filtration,2/21/2017 23:46,125(1),Oil,R&D Oil Jesus OG,0,0,125(1),Oil,R&D Oil Jesus OG,0,0,2/21/2017 23:48
140,Oil - Filtration,3/6/2017 11:17,125(3),Oil,R&D Oil Jesus OG,0,0,125(3),Oil,R&D Oil Jesus OG,0,0,3/6/2017 11:25
131,Oil - Filtration,2/27/2017 17:40,125(2),Oil,R&D Oil Jesus OG,0,0,125(2),Oil,R&D Oil Jesus OG,0,0,2/27/2017 17:41
188,Oil - Filtration,4/13/2017 18:12,Research Blend-3,Oil,R&D Oil Research Blends,0,0,Research Blend-3,Oil,R&D Oil Research Blends,0,0,4/13/2017 18:12
208,Oil - Filtration,5/3/2017 16:05,197(1),Oil,Oil Black Widow,0,0,197(1),Oil,Oil Black Widow,0,0,5/3/2017 16:06
277,Oil - Filtration,6/22/2017 12:04,248,Oil,R&D Oil Treasure Island,0,0,248,Oil,R&D Oil Treasure Island,0,0,6/22/2017 12:05
296,Oil - Filtration,7/21/2017 20:29,254,Oil,Oil Jesus OG,0,0,254,Oil,Oil Jesus OG,0,0,7/21/2017 20:30
326,Oil - Filtration,8/13/2017 0:48,275(1),Oil,R&D Oil Alien Dawg,0,0,275(1),Oil,R&D Oil Alien Dawg,0,0,8/13/2017 0:50
700,Oil - Filtration,9/18/2017 16:56,197(2),Oil,R&D Oil Black Widow,0,0,197(2),Oil,R&D Oil Black Widow,0,0,9/18/2017 18:31
890,Oil - Filtration,10/18/2017 9:37,374(2),Oil,Oil Sativa Blend,0,4246.5,374(2),Oil,Oil Sativa Blend,4246.5,4246.5,10/18/2017 9:37
892,Oil - Filtration,10/18/2017 13:36,374(1),Oil,Oil Sativa Blend,0,3290.5,374(1),Oil,Oil Sativa Blend,3290.5,3290.5,10/18/2017 13:36
990,Oil - Filtration,10/31/2017 12:50,341(1),Oil,Oil Black Widow,1884.5,4900,341(1),Oil,Oil Black Widow,4900,4900,10/31/2017 12:52
1242,Oil - Filtration,11/24/2017 13:46,372,Oil,Oil Alien Dawg (APH),10845,6446.5,372(1),Oil,Oil Alien Dawg (APH),6446.5,6446.5,11/24/2017 13:52
2862,Oil - Filtration,5/4/2018 13:35,640,Oil,Oil Atomical Haze,11622.5,16921.5,640,Oil,Oil Atomical Haze,16921.5,16921.5,5/4/2018 13:37
3129,Oil - Filtration,6/8/2018 12:35,692(1),Oil,Oil Black Widow,18653,19769,692(1),Oil,Oil Black Widow,19769,19769,6/8/2018 12:35
3565,Oil - Filtration,9/6/2018 10:53,466,Dried,Oil Northern Lights,13170.5,15749,466,Dried,Oil Northern Lights,15749,15749,9/6/2018 10:55
3590,Oil - Filtration,9/14/2018 14:55,771,Oil,Oil Northern Lights,9203,12589,771,Oil,Oil Northern Lights,12589,12589,9/14/2018 14:55
3816,Oil - Filtration,10/31/2018 14:49,472,Dried,Oil Nebula II,16581,19696,472,Dried,Oil Nebula II,19696,19696,10/31/2018 14:53
3817,Oil - Filtration,10/31/2018 14:56,472,Dried,Oil Nebula II,19696,21205,472,Dried,Oil Nebula II,21205,21205,10/31/2018 14:58
3860,Oil - Filtration,11/12/2018 8:57,854,Oil,Oil Hybrid Blend,19487,20789,854,Oil,Oil Hybrid Blend,20789,20789,11/12/2018 8:58
3861,Oil - Filtration,11/12/2018 11:49,854,Oil,Oil Hybrid Blend,20789,21752,854,Oil,Oil Hybrid Blend,21752,21752,11/12/2018 11:50
3881,Oil - Filtration,11/15/2018 16:28,911,Oil,Oil Black Widow,3294,28003.5,911,Oil,Oil Black Widow,28003.5,28003.5,11/15/2018 16:40
3882,Oil - Filtration,11/16/2018 13:44,911,Oil,Oil Black Widow,28003.5,30216,911,Oil,Oil Black Widow,30216,30216,11/16/2018 13:59
3883,Oil - Filtration,11/16/2018 14:01,911,Oil,Oil Black Widow,30216,35546,911,Oil,Oil Black Widow,35546,35546,11/16/2018 14:04
4006,Oil - Filtration,12/14/2018 15:01,981,Dried,Oil Nightingale (NN),20368,22353.5,981,Dried,Oil Nightingale (NN),22353.5,22353.5,12/14/2018 15:04
4157,Oil - Filtration,1/21/2019 16:22,1008,Dried,Oil Nebula II,24634.5,24561,1008,Dried,Oil Nebula II,24561,24561,1/21/2019 16:23
4215,Oil - Filtration,1/31/2019 8:56,1021,Dried,Oil High CBD,25595,28728.5,1021,Dried,Oil High CBD,28728.5,28728.5,1/31/2019 8:57
4216,Oil - Filtration,1/31/2019 12:45,1021,Dried,Oil High CBD,28728.5,29273,1021,Dried,Oil High CBD,29273,29273,1/31/2019 12:45
4239,Oil - Filtration,2/5/2019 13:43,1022,Oil,Oil High CBD,26084,24289,1022,Oil,Oil High CBD,24289,24289,2/5/2019 13:44
4258,Oil - Filtration,2/8/2019 15:04,1032,Oil,Oil Black Widow,40180,41043.5,1032,Oil,Oil Black Widow,41043.5,41043.5,2/8/2019 15:05
4261,Oil - Filtration,2/11/2019 13:56,1032,Oil,Oil Black Widow,41043.5,38097,1032,Oil,Oil Black Widow,38097,38097,2/11/2019 13:56
3307,Oil - Final Package (60 mL Bottle),7/6/2018 15:52,687(1)-2,Oil,Oil Treasure Island (APH),144,0,,,,,0,7/6/2018 15:52
3305,Oil - Final Package (60 mL Bottle),7/6/2018 15:48,692(1)-1,Oil,Oil Black Widow,146.5,0,,,,,0,7/6/2018 15:49
4228,Oil - Final Package (Capsules),2/4/2019 11:31,1057,Dried,Oil Hybrid Blend,13363,13278,1057,Dried,Oil Hybrid Blend,13278,13278,2/4/2019 11:31
1,Oil - Milling,11/21/2016 16:35,18(1),Dried,DI Strawberry Cough-C-2-0,8405.4,8405.4,18(1),Dried,DI Strawberry Cough-C-2-0,8405.4,8405.4,11/21/2016 16:36
31,Oil - Milling,12/28/2016 10:07,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,12545.49,11665,Research Blend - 1 - Dec. 19 2016,Oil,R&D Oil Research Blends,11665,11665,12/28/2016 10:11
50,Oil - Milling,1/9/2017 2:22,Research Blend-2- Jan. 5 2017,Oil,R&D Oil Research Blends,1752,1607.5,Research Blend-02-032,Oil,R&D Oil Research Blends,1607.5,1607.5,1/9/2017 2:23
49,Oil - Milling,1/9/2017 2:09,Research Blend-2- Jan. 5 2017,Oil,R&D Oil Research Blends,1752,1262.5,Research Blend-2-019,Oil,R&D Oil Research Blends,1262.5,1262.5,1/9/2017 2:21
93,Oil - Milling,2/16/2017 10:29,125,Oil,R&D Oil Jesus OG,11948,9988.5,125,Oil,R&D Oil Jesus OG,9988.5,9988.5,2/16/2017 10:37
204,Oil - Milling,5/1/2017 12:48,197,Oil,Oil Black Widow,5046.5,4753,197,Oil,Oil Black Widow,4753,4753,5/1/2017 12:50
272,Oil - Milling,6/20/2017 15:06,248,Oil,R&D Oil Treasure Island,2046,1892.5,248,Oil,R&D Oil Treasure Island,1892.5,1892.5,6/20/2017 15:08
288,Oil - Milling,7/13/2017 21:41,254,Oil,Oil Jesus OG,10641,10037.5,254,Oil,Oil Jesus OG,10037.5,10037.5,7/13/2017 21:53
290,Oil - Milling,7/13/2017 22:30,255,Oil,Oil Jesus OG,9805.9,9294,255,Oil,Oil Jesus OG,9294,9294,7/15/2017 22:23
292,Oil - Milling,7/18/2017 11:45,260,Oil,Oil Sativa Blend,20310.12,19873,260,Oil,Oil Sativa Blend,19873,19873,7/18/2017 12:07
317,Oil - Milling,8/5/2017 20:48,275,Oil,R&D Oil Alien Dawg,976,870,275,Oil,R&D Oil Alien Dawg,870,870,
852,Oil - Milling,12/9/2017 12:20,264,Oil,Oil Hybrid Blend,5250.5,5205.5,264,Oil,Oil Hybrid Blend,5205.5,5205.5,12/9/2017 12:21
864,Oil - Milling,12/20/2017 15:33,265,Oil,Oil THC/CBD Mixed Blend ,8892.5,8863,265,Oil,Oil THC/CBD Mixed Blend ,8863,8863,12/20/2017 15:41
948,Oil - Milling,12/9/2017 12:13,330,Oil,Oil Sativa Blend,5790.5,5749,330,Oil,Oil Sativa Blend,5749,5749,12/9/2017 12:15
952,Oil - Milling,12/9/2017 12:26,331,Oil,Oil Hybrid Blend,11498.5,11274.5,331,Oil,Oil Hybrid Blend,11274.5,11274.5,12/9/2017 12:29
962,Oil - Milling,11/1/2017 11:40,338,Oil,Oil Black Widow,10875.5,10820.5,338,Oil,Oil Black Widow,10820.5,10820.5,11/1/2017 11:45
997,Oil - Milling,11/1/2017 16:40,339,Oil,Oil Black Widow,9653,9608.5,339,Oil,Oil Black Widow,9608.5,9608.5,11/3/2017 12:32
989,Oil - Milling,10/27/2017 18:48,340,Oil,Oil Black Widow,8483.5,8414,340,Oil,Oil Black Widow,8414,8414,10/27/2017 18:51
1007,Oil - Milling,10/26/2017 15:19,341,Oil,Oil Black Widow,5750,5708.5,341,Oil,Oil Black Widow,5708.5,5708.5,10/26/2017 15:29
1001,Oil - Milling,11/28/2017 13:43,345,Oil,Oil Jesus OG,10332,10235,345,Oil,Oil Jesus OG,10235,10235,11/28/2017 15:29
1038,Oil - Milling,11/28/2017 15:14,346,Oil,Oil Jesus OG,8720,8667.5,346,Oil,Oil Jesus OG,8667.5,8667.5,11/28/2017 15:18
1039,Oil - Milling,11/29/2017 12:35,347,Oil,Oil Jesus OG,8860,8794.5,347,Oil,Oil Jesus OG,8794.5,8794.5,11/29/2017 12:37
1320,Oil - Milling,11/29/2017 12:45,348,Oil,Oil Jesus OG,9776,9691,348,Oil,Oil Jesus OG,9691,9691,11/29/2017 12:46
1311,Oil - Milling,12/20/2017 11:15,369,Oil,Oil Sativa Blend,5396,5352,369,Oil,Oil Sativa Blend,5352,5352,12/20/2017 11:17
1306,Oil - Milling,12/9/2017 12:23,370,Oil,Oil Hybrid Blend,9691,9609,370,Oil,Oil Hybrid Blend,9609,9609,12/9/2017 12:24
1321,Oil - Milling,10/31/2017 11:46,372,Oil,Oil Alien Dawg (APH),6487,6439,372,Oil,Oil Alien Dawg (APH),6439,6439,10/31/2017 11:53
1366,Oil - Milling,10/31/2017 15:53,373,Oil,Oil Alien Dawg (APH),11867,11975,373,Oil,Oil Alien Dawg (APH),11975,11975,10/31/2017 15:58
1367,Oil - Milling,10/12/2017 15:48,374,Oil,Oil Sativa Blend,5023.5,4772,374,Oil,Oil Sativa Blend,4772,4772,10/12/2017 15:53
1368,Oil - Milling,10/16/2017 9:39,374,Oil,Oil Sativa Blend,4165.5,4772,374,Oil,Oil Sativa Blend,4772,4772,10/16/2017 9:49
1369,Oil - Milling,11/8/2017 19:36,379,Oil,Oil Treasure Island (APH),6716.48,6566,379,Oil,Oil Treasure Island (APH),6566,6566,11/8/2017 19:37
1538,Oil - Milling,11/8/2017 19:38,380,Oil,Oil Treasure Island (APH),6066.92,5923,380,Oil,Oil Treasure Island (APH),5923,5923,11/8/2017 19:40
1535,Oil - Milling,10/26/2017 11:59,383,Oil,Oil Alien Dawg (APH),5268,5219,383,Oil,Oil Alien Dawg (APH),5219,5219,10/26/2017 13:07
1994,Oil - Milling,2/5/2018 11:49,441,Oil,Oil Treasure Island (APH),9983,9898.5,441,Oil,Oil Treasure Island (APH),9898.5,9898.5,2/5/2018 11:53
2015,Oil - Milling,3/22/2018 14:23,442,Oil,Oil Treasure Island (APH),9981,9904,442,Oil,Oil Treasure Island (APH),9904,9904,3/22/2018 14:26
2030,Oil - Milling,8/13/2018 15:58,466,Dried,Oil Northern Lights,8415.5,8227,466,Dried,Oil Northern Lights,8227,8227,8/13/2018 15:58
2011,Oil - Milling,8/8/2018 14:34,467,Dried,Oil Northern Lights,8278,8201.5,467,Dried,Oil Northern Lights,8201.5,8201.5,8/8/2018 14:35
2006,Oil - Milling,6/26/2018 14:09,468,Oil,Oil Northern Lights,9054.5,9021,468,Oil,Oil Northern Lights,9021,9021,6/26/2018 15:01
2027,Oil - Milling,9/12/2018 10:47,472,Dried,Oil Nebula II,12389.5,12214,472,Dried,Oil Nebula II,12214,12214,9/12/2018 10:48
2037,Oil - Milling,9/12/2018 12:36,473,Dried,Oil Nebula II,5725.5,5619.5,473,Dried,Oil Nebula II,5619.5,5619.5,9/12/2018 12:37
2038,Oil - Milling,9/12/2018 16:17,476,Dried,Oil Sativa Blend,9996,9886.5,476,Dried,Oil Sativa Blend,9886.5,9886.5,9/12/2018 16:20
2043,Oil - Milling,11/2/2018 12:16,478,Dried,Oil Indica Blend,4026,3997.5,478,Dried,Oil Indica Blend,3997.5,3997.5,11/2/2018 12:21
2047,Oil - Milling,2/3/2018 14:46,542,Oil,Oil Sativa Blend,8477.5,8263.5,542,Oil,Oil Sativa Blend,8263.5,8263.5,2/3/2018 14:47
2563,Oil - Milling,2/1/2018 11:18,543,Oil,Oil Sativa Blend,9878,9826.5,543,Oil,Oil Sativa Blend,9826.5,9826.5,2/1/2018 11:22
2577,Oil - Milling,2/2/2018 10:24,544,Oil,Oil Sativa Blend,12304.5,12232.5,544,Oil,Oil Sativa Blend,12232.5,12232.5,2/2/2018 10:52
2581,Oil - Milling,1/31/2018 11:20,545,Oil,Oil Sativa Blend,13203.5,13173.5,545,Oil,Oil Sativa Blend,13173.5,13173.5,1/31/2018 11:22
2772,Oil - Milling,1/30/2018 12:07,546,Oil,Oil Sativa Blend,9167,9107.5,546,Oil,Oil Sativa Blend,9107.5,9107.5,1/30/2018 12:10
2765,Oil - Milling,1/30/2018 16:27,547,Oil,Oil Sativa Blend,9229,9188,547,Oil,Oil Sativa Blend,9188,9188,1/30/2018 16:29
2779,Oil - Milling,2/1/2018 12:38,548,Oil,Oil Sativa Blend,10431.5,10367.5,548,Oil,Oil Sativa Blend,10367.5,10367.5,2/1/2018 12:42
2783,Oil - Milling,2/2/2018 12:28,549,Oil,Oil Hybrid Blend,6185.5,6167,549,Oil,Oil Hybrid Blend,6167,6167,2/2/2018 12:30
2813,Oil - Milling,1/31/2018 16:21,550,Oil,Oil Indica Blend,8519.5,8539.5,550,Oil,Oil Indica Blend,8539.5,8539.5,1/31/2018 16:29
2806,Oil - Milling,3/23/2018 13:32,614,Oil,Oil Alien Dawg (APH),4969.72,4922.5,614,Oil,Oil Alien Dawg (APH),4922.5,4922.5,3/23/2018 13:34
2824,Oil - Milling,3/23/2018 13:45,615,Oil,Oil Treasure Island (APH),4776.22,4730.5,615,Oil,Oil Treasure Island (APH),4730.5,4730.5,3/23/2018 13:46
2829,Oil - Milling,4/27/2018 12:07,624,Oil,Oil Nebula II,10469,10390.5,624,Oil,Oil Nebula II,10390.5,10390.5,4/27/2018 12:08
2825,Oil - Milling,4/30/2018 11:16,625,Oil,Oil Nebula II,6418.2,6358,625,Oil,Oil Nebula II,6358,6358,4/30/2018 11:17
2826,Oil - Milling,4/23/2018 14:53,626,Oil,Oil Nebula II,9691,9618,626,Oil,Oil Nebula II,9618,9618,4/23/2018 14:54
3050,Oil - Milling,4/30/2018 9:18,627,Oil,Oil Nebula II,5842,5740.5,627,Oil,Oil Nebula II,5740.5,5740.5,4/30/2018 9:22
3051,Oil - Milling,4/30/2018 9:26,628,Oil,Oil Nebula II,10083,9843,628,Oil,Oil Nebula II,9843,9843,4/30/2018 9:28
3058,Oil - Milling,4/23/2018 16:39,630,Oil,Oil Northern Lights,9098.5,8996,630,Oil,Oil Northern Lights,8996,8996,4/23/2018 16:44
3236,Oil - Milling,4/30/2018 12:42,631,Oil,Oil Black Widow,2655,2615,631,Oil,Oil Black Widow,2615,2615,4/30/2018 12:48
3411,Oil - Milling,4/23/2018 11:03,640,Oil,Oil Atomical Haze,9877,9794.5,640,Oil,Oil Atomical Haze,9794.5,9794.5,4/23/2018 11:04
3405,Oil - Milling,4/26/2018 15:26,641,Oil,Oil Atomical Haze,9943.5,9910,641,Oil,Oil Atomical Haze,9910,9910,4/26/2018 15:27
3481,Oil - Milling,4/24/2018 10:21,642,Oil,Oil Atomical Haze,4786.1,4724,642,Oil,Oil Atomical Haze,4724,4724,4/24/2018 10:23
3468,Oil - Milling,5/29/2018 13:41,686,Oil,Oil Treasure Island (APH),9432.5,9354,686,Oil,Oil Treasure Island (APH),9354,9354,5/29/2018 13:42
3469,Oil - Milling,5/29/2018 14:17,687,Oil,Oil Treasure Island (APH),10263,9958.5,687,Oil,Oil Treasure Island (APH),9958.5,9958.5,5/29/2018 14:18
3486,Oil - Milling,5/29/2018 17:18,692,Oil,Oil Black Widow,12899,12723.5,692,Oil,Oil Black Widow,12723.5,12723.5,5/29/2018 17:19
3510,Oil - Milling,8/21/2018 12:07,771,Oil,Oil Northern Lights,7452.5,7443,771,Oil,Oil Northern Lights,7443,7443,8/21/2018 12:14
3519,Oil - Milling,8/29/2018 15:26,772,Oil,Oil Northern Lights,10174,10163.5,772,Oil,Oil Northern Lights,10163.5,10163.5,8/29/2018 15:30
3525,Oil - Milling,8/31/2018 16:44,773,Oil,Oil Northern Lights,11668.5,11716.5,773,Oil,Oil Northern Lights,11716.5,11716.5,8/31/2018 16:45
3546,Oil - Milling,7/25/2018 15:52,776,Oil,Oil THC/CBD Mixed Blend ,5446.5,5549,776,Oil,Oil THC/CBD Mixed Blend ,5549,5549,7/25/2018 15:56
3555,Oil - Milling,7/26/2018 12:35,784,Oil,Oil Hybrid Blend,12187,11950.5,784,Oil,Oil Hybrid Blend,11950.5,11950.5,7/26/2018 12:36
3575,Oil - Milling,8/9/2018 16:37,805,Oil,Oil Treasure Island (APH),7009,6994.5,805,Oil,Oil Treasure Island (APH),6994.5,6994.5,8/9/2018 16:40
3576,Oil - Milling,8/8/2018 11:52,806,Oil,Oil Treasure Island (APH),7033.5,6997,806,Oil,Oil Treasure Island (APH),6997,6997,8/8/2018 11:54
3577,Oil - Milling,8/17/2018 14:57,815,Oil,Oil Treasure Island (APH),7030.5,6969.5,815,Oil,Oil Treasure Island (APH),6969.5,6969.5,8/17/2018 14:58
3642,Oil - Milling,8/20/2018 13:31,815,Oil,Oil Treasure Island (APH),6962,6962,815,Oil,Oil Treasure Island (APH),6962,6962,8/20/2018 13:34
3644,Oil - Milling,10/30/2018 11:43,854,Oil,Oil Hybrid Blend,13462.22,12831.5,854,Oil,Oil Hybrid Blend,12831.5,12831.5,10/30/2018 11:45
3654,Oil - Milling,9/26/2018 11:59,857,Oil,Oil Treasure Island (APH),20771,20776.5,857,Oil,Oil Treasure Island (APH),20776.5,20776.5,9/26/2018 12:01
3762,Oil - Milling,9/26/2018 15:41,858,Oil,Oil Treasure Island (APH),9212,9218.5,858,Oil,Oil Treasure Island (APH),9218.5,9218.5,9/26/2018 15:42
3767,Oil - Milling,9/27/2018 13:56,860,Oil,Oil Treasure Island (APH),9823.5,9879.5,860,Oil,Oil Treasure Island (APH),9879.5,9879.5,9/27/2018 13:58
3772,Oil - Milling,10/19/2018 9:18,891,Oil,Oil Black Widow,18509.9,18977,891,Oil,Oil Black Widow,18977,18977,10/19/2018 9:20
3779,Oil - Milling,10/22/2018 10:12,897,Dried,Oil Sour Kush,12109,12049.5,897,Dried,Oil Sour Kush,12049.5,12049.5,10/22/2018 10:14
3786,Oil - Milling,10/22/2018 14:55,899,Dried,Oil Sour Kush,12792.5,12712,899,Dried,Oil Sour Kush,12712,12712,10/22/2018 14:58
3802,Oil - Milling,10/23/2018 15:50,900,Dried,Oil Black Widow,18039.6,17945,900,Dried,Oil Black Widow,17945,17945,10/23/2018 15:51
3813,Oil - Milling,10/25/2018 11:25,903,Dried,Oil Northern Lights,12103,12151,903,Dried,Oil Northern Lights,12151,12151,10/25/2018 11:27
3824,Oil - Milling,10/31/2018 12:13,911,Dried,Oil Black Widow,20864.3,20624,911,Dried,Oil Black Widow,20624,20624,10/31/2018 12:17
3832,Oil - Milling,11/5/2018 12:15,920,Dried,Oil Black Widow,15466.2,15421,920,Dried,Oil Black Widow,15421,15421,11/5/2018 12:16
3869,Oil - Milling,11/13/2018 16:25,931,Dried,Oil Hybrid Blend,12176.81,12012.5,931,Dried,Oil Hybrid Blend,12012.5,12012.5,11/13/2018 16:27
3990,Oil - Milling,12/11/2018 10:57,974,Dried,Oil Hybrid Blend,11189.5,11389,974,Dried,Oil Hybrid Blend,11389,11389,12/11/2018 10:58
3978,Oil - Milling,12/11/2018 15:54,981,Dried,Oil Nightingale (NN),12784.5,12697,981,Dried,Oil Nightingale (NN),12697,12697,12/11/2018 15:54
3981,Oil - Milling,12/12/2018 15:56,982,Dried,Oil Nightingale (NN),18583.5,18468.5,982,Dried,Oil Nightingale (NN),18468.5,18468.5,12/12/2018 15:57
3995,Oil - Milling,12/13/2018 14:18,983,Dried,Oil Nightingale (NN),15520.5,15567,983,Dried,Oil Nightingale (NN),15567,15567,12/13/2018 14:20
4015,Oil - Milling,12/19/2018 10:05,984,Dried,Oil Treasure Island (APH),12184.5,12174,984,Dried,Oil Treasure Island (APH),12174,12174,12/19/2018 10:09
4051,Oil - Milling,1/2/2019 12:55,994,Dried,Oil Treasure Island (APH),12830,12814.5,994,Dried,Oil Treasure Island (APH),12814.5,12814.5,1/2/2019 12:55
4099,Oil - Milling,1/10/2019 15:28,1007,Dried,Oil Nebula II,14549,14399.5,1007,Dried,Oil Nebula II,14399.5,14399.5,1/10/2019 15:31
4084,Oil - Milling,1/11/2019 10:04,1008,Dried,Oil Nebula II,13746.5,13701,1008,Dried,Oil Nebula II,13701,13701,1/11/2019 10:05
4087,Oil - Milling,1/11/2019 13:42,1008,Dried,Oil Nebula II,13701,13701,1008,Dried,Oil Nebula II,13701,13701,1/11/2019 13:43
4092,Oil - Milling,1/14/2019 16:08,1014,Dried,Oil Sativa Blend,13110.68,12683.5,1014,Dried,Oil Sativa Blend,12683.5,12683.5,1/14/2019 16:09
4116,Oil - Milling,1/16/2019 13:04,1016,Dried,Oil Hybrid Blend,17906.5,17708,1016,Dried,Oil Hybrid Blend,17708,17708,1/16/2019 13:04
4110,Oil - Milling,1/17/2019 8:37,1018,Dried,Oil Hybrid Blend,18372.5,17806,1018,Dried,Oil Hybrid Blend,17806,17806,1/17/2019 8:38
4120,Oil - Milling,1/17/2019 11:38,1019,Dried,Oil Hybrid Blend,17937.5,17875.5,1019,Dried,Oil Hybrid Blend,17875.5,17875.5,1/17/2019 11:39
4137,Oil - Milling,1/21/2019 13:23,1020,Dried,Oil High CBD,13957.5,13926.5,1020,Dried,Oil High CBD,13926.5,13926.5,1/21/2019 13:24
4143,Oil - Milling,1/22/2019 13:03,1021,Dried,Oil High CBD,14531.5,14524.5,1021,Dried,Oil High CBD,14524.5,14524.5,1/22/2019 13:04
4165,Oil - Milling,1/22/2019 13:27,1022,Dried,Oil High CBD,14000,13904.5,1022,Dried,Oil High CBD,13904.5,13904.5,1/22/2019 13:29
4152,Oil - Milling,1/18/2019 14:05,1028,Dried,Oil Sour Kush,17890,17830.5,1028,Dried,Oil Sour Kush,17830.5,17830.5,1/18/2019 14:08
4168,Oil - Milling,1/21/2019 9:06,1029,Dried,Oil Sour Kush,11258,11234.5,1029,Dried,Oil Sour Kush,11234.5,11234.5,1/21/2019 9:07
4178,Oil - Milling,1/23/2019 14:39,1032,Dried,Oil Black Widow,18442,18362,1032,Dried,Oil Black Widow,18362,18362,1/23/2019 14:40
4187,Oil - Milling,1/24/2019 12:44,1035,Dried,Oil Black Widow,18903.5,18805,1035,Dried,Oil Black Widow,18805,18805,1/24/2019 12:46
4194,Oil - Milling,1/24/2019 15:27,1037,Dried,Oil Black Widow,10791.5,10707,1037,Dried,Oil Black Widow,10707,10707,1/24/2019 15:29
4205,Oil - Milling,1/29/2019 11:43,1043,Dried,Oil Hybrid Blend,11643,11629,1043,Dried,Oil Hybrid Blend,11629,11629,1/29/2019 11:44
3436,Oil - Mixing to Specific THC:CBD Ratio,8/1/2018 15:05,776,Oil,Oil THC/CBD Mixed Blend ,8507,8490.5,799,Oil,Oil 1:1 (THC:CBD),8490.5,8490.5,8/1/2018 15:13
3436,Oil - Mixing to Specific THC:CBD Ratio,8/1/2018 15:05,544(1),Oil,Oil Sativa Blend,8507,8490.5,799,Oil,Oil 1:1 (THC:CBD),8490.5,8490.5,8/1/2018 15:13
3898,Oil - Mixing to Specific THC:CBD Ratio,11/21/2018 13:34,909,Oil,Oil Hybrid Blend,16847.5,16837,936,Oil,Oil 1:1 (THC:CBD),16837,16837,11/21/2018 13:35
3898,Oil - Mixing to Specific THC:CBD Ratio,11/21/2018 13:34,940,Oil,Oil THC/CBD Mixed Blend ,16847.5,16837,936,Oil,Oil 1:1 (THC:CBD),16837,16837,11/21/2018 13:35
210,Oil - PreDilution,5/3/2017 18:52,197(1),Oil,Oil Black Widow,706.5,2752.5,197(1),Oil,Oil Black Widow,2752.5,2752.5,5/3/2017 18:55
298,Oil - PreDilution,7/21/2017 20:32,254,Oil,Oil Jesus OG,1727.5,7829.5,254,Oil,Oil Jesus OG,7829.5,7829.5,7/21/2017 20:33
