Database ID,WO Name,WO Type,Location,Date Opened,User Opened,Input Bulk Lot ID(s),Input Bulk Lot Type(s),Production,Input Weight per Bulk Lot,Input Volume per Bulk Lot,Total WO Input Weight,Total WO Input Volume,Finalized,Total Finalized Weight,Total Finalized Volume,Output Bulk Lot ID(s),Output Bulk Lot Type(s),Production,Output Weight per Bulk Lot,Output Volume per Bulk Lot,Total Output Weight,Total Output Volume,Variance Weight %,Variance Volume %,Date Closed,User Closed
3953,Winter/Filter I NL-903-FilterI,Oil - Winterization/Filtration,,04/12/2018 13:12,Marshall Linder,903,Oil,Oil Northern Lights,1453.5,0,1453.5,0,TRUE,17386,0,903,Oil,Oil Northern Lights,17386,0,17386,0,N/A,N/A,04/12/2018 13:13,Marshall Linder
3952,Packaging Run Destruction HB-937-3,Allocate for Bulk Sale,,04/12/2018 9:58,Paul Schapurga,937-3,Oil,Oil Hybrid Blend,117.75,123.5,117.75,123.5,TRUE,57,60,937-3,Oil,Oil Hybrid Blend,57,60,57,60,51.59,51.42,04/12/2018 9:59,Paul Schapurga
3951,Packaging Run Variance HB-937-3,Inventory Adjust - Pkg Run Variance,,04/12/2018 9:39,Paul Schapurga,937-3,Oil,Oil Hybrid Blend,51964,54699,51964,54699,TRUE,53569.5,56388.5,937-3,Oil,Oil Hybrid Blend,53569.5,56388.5,53569.5,56388.5,N/A,N/A,04/12/2018 9:42,Paul Schapurga
3950,QA  Release,Allocate for Pre-Roll,,04/12/2018 9:01,Katherine VanBlyderveen,508(8),Dried,Pre-Roll Sour Kush,4308.24,0,4308.24,0,TRUE,4308.24,0,508(8),Dried,Pre-Roll Sour Kush,4308.24,0,4308.24,0,N/A,N/A,04/12/2018 9:04,Katherine VanBlyderveen
3949,QA Release,Allocate for Pre-Roll,,04/12/2018 8:52,Katherine VanBlyderveen,786(1),Dried,Pre-Roll Atomical Haze,8791.29,0,8791.29,0,TRUE,8791.29,0,786(1),Dried,Pre-Roll Atomical Haze,8791.29,0,8791.29,0,N/A,N/A,04/12/2018 8:55,Katherine VanBlyderveen
3948,QA Release ,Allocate for Pre-Roll,Vault - Dried - PreRoll,04/12/2018 8:29,Katherine VanBlyderveen,808(1),Dried,Pre-Roll Conspiracy Kush,12523.3,0,12523.3,0,TRUE,12523.31,0,808(1),Dried,Pre-Roll Conspiracy Kush,12523.31,0,12523.31,0,N/A,N/A,04/12/2018 8:36,Katherine VanBlyderveen
3947,Allocate entire 859(4) to pre-rolls,Allocate for Pre-Roll,,03/12/2018 13:03,Bridget Fritz,859(4),Dried,DI White Berry-S-31-5,2426.9,0,2426.9,0,TRUE,2426.9,0,859(4),Dried,Pre-Roll White Berry,2426.9,0,2426.9,0,N/A,N/A,03/12/2018 13:03,Bridget Fritz
3946,Allocate entire lot 932 to pre-rolls,Allocate for Pre-Roll,,03/12/2018 12:53,Bridget Fritz,932,Dried,DI Delahaze-S-32-31 (Larry OG),17306.53,0,17306.53,0,TRUE,17306.53,0,932,Dried,Pre-Roll Delahaze-31 (Larry OG),17306.53,0,17306.53,0,N/A,N/A,03/12/2018 12:58,Bridget Fritz
3945,Allocate entire 409(9) to pre-rolls,Allocate for Pre-Roll,,03/12/2018 12:48,Bridget Fritz,409(9),Dried,DI Delahaze-S-32-32 (Lemon Larry),1469.5,0,1469.5,0,TRUE,1469.5,0,409(9),Dried,Pre-Roll Delahaze-32 (Lemon Larry),1469.5,0,1469.5,0,N/A,N/A,03/12/2018 12:49,Bridget Fritz
3944,Allocate entire 409(6) to pre-rolls,Allocate for Pre-Roll,,03/12/2018 12:47,Bridget Fritz,409(6),Dried,DI Delahaze-S-32-32 (Lemon Larry),6080.3,0,6080.3,0,TRUE,6080.3,0,409(6),Dried,Pre-Roll Delahaze-32 (Lemon Larry),6080.3,0,6080.3,0,N/A,N/A,03/12/2018 12:48,Bridget Fritz
3943,Allocate entire 409(4) to pre-rolls,Allocate for Pre-Roll,,03/12/2018 12:44,Bridget Fritz,409(4),Dried,DI Delahaze-S-32-32 (Lemon Larry),1191.2,0,1191.2,0,TRUE,1191.2,0,409(4),Dried,Pre-Roll Delahaze-32 (Lemon Larry),1191.2,0,1191.2,0,N/A,N/A,03/12/2018 12:44,Bridget Fritz
3942,Allocate entire 808(1) to pre-rolls,Allocate for Pre-Roll,,03/12/2018 12:34,Bridget Fritz,808(1),Dried,DI Conspiracy Kush-S-16-1,12523.31,0,12523.31,0,TRUE,12523.31,0,808(1),Dried,Pre-Roll Conspiracy Kush,12523.31,0,12523.31,0,N/A,N/A,03/12/2018 12:34,Bridget Fritz
3941,Allocate entire 508(8) to pre-rolls,Allocate for Pre-Roll,,03/12/2018 12:22,Bridget Fritz,508(8),Dried,DI Sour Kush-S-8-19 (Sour OG),4308.25,0,4308.25,0,TRUE,4308.25,0,508(8),Dried,Pre-Roll Sour Kush,4308.25,0,4308.25,0,N/A,N/A,03/12/2018 12:22,Bridget Fritz
3940,Allocate entire lot 786(1) to pre-rolls,Allocate for Pre-Roll,,03/12/2018 11:18,Bridget Fritz,786(1),Dried,DI Atomical Haze-S-29-7,8791.3,0,8791.3,0,TRUE,8791.3,0,786(1),Dried,Pre-Roll Atomical Haze,8791.3,0,8791.3,0,N/A,N/A,03/12/2018 11:20,Bridget Fritz
3939,Harvest Day 1,Process - Load Drying,,01/12/2018 12:23,Amber Wise,950,Fresh,DI Buddha's Sister-S-013-6,15345.9,0,15345.9,0,TRUE,15345.9,0,950,Fresh,DI Buddha's Sister-S-013-6,13412.4,0,15345.9,0,N/A,N/A,03/12/2018 11:07,Patrick Uharcek
3939,Harvest Day 1,Process - Load Drying,,01/12/2018 12:23,Amber Wise,950,Fresh,DI Buddha's Sister-S-013-6,15345.9,0,15345.9,0,TRUE,15345.9,0,950(1),Fresh,DI Buddha's Sister-S-013-6,1933.5,0,15345.9,0,N/A,N/A,03/12/2018 11:07,Patrick Uharcek
3938,Harvest Day 1,Process - Load Drying,,01/12/2018 12:18,Amber Wise,950,Fresh,DI Buddha's Sister-S-013-6,13412.4,0,13412.4,0,TRUE,13412.4,0,950,Fresh,DI Buddha's Sister-S-013-6,13412.4,0,13412.4,0,N/A,N/A,03/12/2018 11:05,Patrick Uharcek
3937,Harvest Day 2,Process - Load Drying,,30/11/2018 16:49,Derek Young,951(2),Fresh,DI Nebula II-S-26-3 (High Voltage CBD),11125.6,0,11125.6,0,TRUE,5979.8,0,951(2),Fresh,DI Nebula II-S-26-3 (High Voltage CBD),5979.8,0,5979.8,0,46.25,N/A,30/11/2018 16:50,Derek Young
3936,Harvest Day 2,Process - Load Drying,,30/11/2018 16:44,Derek Young,951(1),Fresh,DI Nebula II-S-26-3 (High Voltage CBD),116106.3,0,116106.3,0,TRUE,83480.8,0,951(1),Fresh,DI Nebula II-S-26-3 (High Voltage CBD),83480.8,0,83480.8,0,28.1,N/A,30/11/2018 16:46,Derek Young
3935,Inventory Adjustment,Inventory Adjust - Correct Entry Error,,30/11/2018 15:08,Shawn Clarke,464(4),Dried,DI Atomical Haze-S-29-5 (Quantum Kush),3342,0,3342,0,TRUE,0,0,,,,,,0,0,N/A,N/A,30/11/2018 15:09,Shawn Clarke
3934,QA Release,Allocate for Final Packaging,,30/11/2018 14:03,Elizabeth Evans,808(1),Dried,DI Conspiracy Kush-S-16-1,12523.31,0,12523.31,0,TRUE,12523.31,0,808(1),Dried,DI Conspiracy Kush-S-16-1,12523.31,0,12523.31,0,N/A,N/A,30/11/2018 14:04,Elizabeth Evans
3933,QA Release,Allocate for Final Packaging,,30/11/2018 14:00,Elizabeth Evans,786(1),Dried,DI Atomical Haze-S-29-7,8791.3,0,8791.3,0,TRUE,8791.3,0,786(1),Dried,DI Atomical Haze-S-29-7,8791.3,0,8791.3,0,N/A,N/A,30/11/2018 14:00,Elizabeth Evans
3932,QA Release,Allocate for Final Packaging,,30/11/2018 13:56,Elizabeth Evans,508(8),Dried,DI Sour Kush-S-8-19 (Sour OG),4308.25,0,4308.25,0,TRUE,4308.25,0,508(8),Dried,DI Sour Kush-S-8-19 (Sour OG),4308.25,0,4308.25,0,N/A,N/A,30/11/2018 13:58,Elizabeth Evans
3931,QA Release,Allocate for Bulk Sale,,30/11/2018 13:51,Elizabeth Evans,786(1),Dried,DI Atomical Haze-S-29-7,8791.3,0,8791.3,0,TRUE,8791.3,0,786(1),Dried,DI Atomical Haze-S-29-7,8791.3,0,8791.3,0,N/A,N/A,30/11/2018 13:52,Elizabeth Evans
3930,Harvest Day 1,Process - Load Drying,,29/11/2018 17:15,Amber Wise,951,Fresh,DI Nebula II-S-26-3 (High Voltage CBD),41455.9,0,41455.9,0,TRUE,0,0,,,,,,0,0,N/A,N/A,29/11/2018 17:16,Amber Wise
3929,EXTRACTION-NL-903-CR,Oil - Extraction,,29/11/2018 17:08, Eric Heimpel,903,Dried,Oil Northern Lights,10875.5,0,10875.5,0,TRUE,1453.5,0,903,Dried,Oil Northern Lights,1453.5,0,1453.5,0,86.64,N/A,29/11/2018 17:09, Eric Heimpel
3928,Harvest Day 1,Process - Load Drying,Drying,29/11/2018 17:01,Amber Wise,951,Fresh,DI Nebula II-S-26-3 (High Voltage CBD),79227.2,0,79227.2,0,TRUE,79227.2,0,951,Fresh,DI Nebula II-S-26-3 (High Voltage CBD),41455.9,0,79227.2,0,N/A,N/A,30/11/2018 13:56,Derek Young
3928,Harvest Day 1,Process - Load Drying,Drying,29/11/2018 17:01,Amber Wise,951,Fresh,DI Nebula II-S-26-3 (High Voltage CBD),79227.2,0,79227.2,0,TRUE,79227.2,0,951(2),Fresh,DI Nebula II-S-26-3 (High Voltage CBD),5145.8,0,79227.2,0,N/A,N/A,30/11/2018 13:56,Derek Young
3928,Harvest Day 1,Process - Load Drying,Drying,29/11/2018 17:01,Amber Wise,951,Fresh,DI Nebula II-S-26-3 (High Voltage CBD),79227.2,0,79227.2,0,TRUE,79227.2,0,951(1),Fresh,DI Nebula II-S-26-3 (High Voltage CBD),32625.5,0,79227.2,0,N/A,N/A,30/11/2018 13:56,Derek Young
3927,packaging run destruction HB-937-1-DL,Dispose - Process Waste,,29/11/2018 16:31,Paul Schapurga,937-1,Oil,Oil Hybrid Blend,186.5,196,186.5,196,TRUE,0,0,,,,,,0,0,N/A,N/A,29/11/2018 16:32,Paul Schapurga
3926,Packaging Run Destruction AD-691(1)-1-DL,Dispose - Process Waste,,29/11/2018 16:29,Paul Schapurga,691(1)-1,Oil,Oil Alien Dawg (APH),134.5,141.5,134.5,141.5,TRUE,57,60,691(1)-1,Oil,Oil Alien Dawg (APH),57,60,57,60,57.62,57.6,29/11/2018 16:30,Paul Schapurga
3925,Packaging Run Variance AD-691(1)-1-DL,Inventory Adjust - Pkg Run Variance,,29/11/2018 15:55,Paul Schapurga,691(1)-1,Oil,Oil Alien Dawg (APH),36908.5,38851,36908.5,38851,TRUE,38381.5,40401.5,691(1)-1,Oil,Oil Alien Dawg (APH),38381.5,40401.5,38381.5,40401.5,N/A,N/A,29/11/2018 15:56,Paul Schapurga
3924,Dilution HB-937-3,Oil - Dilution,,29/11/2018 15:50,Marshall Linder,937,Oil,Oil Hybrid Blend,6386.5,0,6386.5,0,TRUE,51964,54699,937-3,Oil,Oil Hybrid Blend,51964,54699,51964,54699,N/A,N/A,29/11/2018 15:54,Marshall Linder
3923,Packaging Run Destruction AD-691(1)-1-DL,Dispose - Process Waste,,29/11/2018 12:22,Paul Schapurga,931,Dried,Oil Hybrid Blend,12012.5,0,12012.5,0,TRUE,57,60,691(1)-1,Oil,Oil Alien Dawg (APH),57,60,57,60,99.53,N/A,29/11/2018 12:23,Paul Schapurga
3922,Packaging Run Destruction BW-945-1-DL,Dispose - Process Waste,,29/11/2018 9:10,Paul Schapurga,945-1,Oil,Oil Black Widow,102.5,1107,102.5,1107,TRUE,0,0,,,,,,0,0,N/A,N/A,29/11/2018 9:10,Paul Schapurga
3920,Packaging Run Variance BW-945-1-DL ,Allocate for Bulk Sale,,29/11/2018 8:53,Paul Schapurga,945-1,Oil,Oil Black Widow,32937,34670,32937,34670,TRUE,34160,36957,945-1,Oil,Oil Black Widow,34160,36957,34160,36957,N/A,N/A,29/11/2018 8:54,Paul Schapurga
3921,Packaging Run Variance BW-945-1-DL ,Allocate for Bulk Sale,,29/11/2018 8:53,Paul Schapurga,945-1,Oil,Oil Black Widow,32937,34670,32937,34670,TRUE,0,0,,,,,,0,0,N/A,N/A,03/12/2018 4:30,Paul Schapurga
3919,Dilution AD-691(1)-1-Dl,Oil - Dilution,,28/11/2018 16:03,Marshall Linder,691(1),Oil,Oil Alien Dawg (APH),6663,0,6663,0,TRUE,47995,50521,691(1)-1,Oil,Oil Alien Dawg (APH),47995,50521,47995,50521,N/A,N/A,28/11/2018 16:04,Marshall Linder
3918,TTB,Process - Transfer to Bulk,,28/11/2018 15:32,Amber Wise,921,Dried,DI NYC Diesel-S-12-4,42812.63,0,42812.63,0,TRUE,42820.8,0,921,Dried,DI NYC Diesel-S-12-4,42820.8,0,42820.8,0,N/A,N/A,28/11/2018 15:35,Amber Wise
3917,Dilution BW-945-1-DL,Oil - Dilution,,28/11/2018 15:19,Paul Schapurga,911,Oil,Oil Black Widow,5027,5292,6308,6639,TRUE,32994,34730,945-1,Oil,Oil Black Widow,32994,34730,32994,34730,N/A,N/A,28/11/2018 15:22,Paul Schapurga
3917,Dilution BW-945-1-DL,Oil - Dilution,,28/11/2018 15:19,Paul Schapurga,925,Oil,Oil Black Widow,1281,1347,6308,6639,TRUE,32994,34730,945-1,Oil,Oil Black Widow,32994,34730,32994,34730,N/A,N/A,28/11/2018 15:22,Paul Schapurga
3916,Predilution SK-899-PD,Oil - PreDilution,,28/11/2018 11:56,Marshall Linder,899,Oil,Oil Sour Kush,1478.5,0,1478.5,0,TRUE,11761.5,0,899,Oil,Oil Sour Kush,11761.5,0,11761.5,0,N/A,N/A,28/11/2018 11:58,Marshall Linder
3915,Rotary Evaporation SK-899-R,Oil - Rotary Evaporation,,28/11/2018 11:21,Marshall Linder,899,Oil,Oil Sour Kush,27969.5,0,27969.5,0,TRUE,1478.5,0,899,Oil,Oil Sour Kush,1478.5,0,1478.5,0,94.71,N/A,28/11/2018 11:23,Marshall Linder
3914,Winter/FilterII SK-899-WII,Oil - Winterization/Filtration,,28/11/2018 11:18,Marshall Linder,899,Oil,Oil Sour Kush,16394,0,16394,0,TRUE,27969.5,0,899,Oil,Oil Sour Kush,27969.5,0,27969.5,0,N/A,N/A,28/11/2018 11:20,Marshall Linder
3913,Winter/Filter SK-899-WinterI,Oil - Winterization/Filtration,,28/11/2018 11:13,Marshall Linder,899,Oil,Oil Sour Kush,1446,0,1446,0,TRUE,16394,0,899,Oil,Oil Sour Kush,16394,0,16394,0,N/A,N/A,28/11/2018 11:17,Marshall Linder
3912,Packagaing Run Destruction MB-936-2-DL,Dispose - Process Waste,,27/11/2018 15:16,Paul Schapurga,936-2,Oil,Oil 1:1 (THC:CBD),159.5,167,159.5,167,TRUE,57,60,936-2,Oil,Oil 1:1 (THC:CBD),57,60,57,60,64.26,64.07,27/11/2018 15:17,Paul Schapurga
3911,Packaging Run Variance MB-936-2-DL,Inventory Adjust - Pkg Run Variance,,27/11/2018 15:06,Paul Schapurga,936-2,Oil,Oil 1:1 (THC:CBD),55116,58016,55116,58016,TRUE,56817.5,59807,936-2,Oil,Oil 1:1 (THC:CBD),56817.5,59807,56817.5,59807,N/A,N/A,27/11/2018 15:07,Paul Schapurga
3910,EXTRACTION-SK-899-CR,Allocate for Bulk Sale,,27/11/2018 11:42, Eric Heimpel,899,Dried,Oil Sour Kush,11404,0,11404,0,TRUE,1446,0,899,Dried,Oil Sour Kush,1446,0,1446,0,87.32,N/A,27/11/2018 11:45, Eric Heimpel
3909,Pre-Dilution Transfer into Dilution MB-936-2-DL,Oil - Dilution,Cage - Symbl - Diluted Oil,26/11/2018 14:10,Paul Schapurga,936,Oil,Oil 1:1 (THC:CBD),9761,0,9761,0,TRUE,55116,58016,936-2,Oil,Oil 1:1 (THC:CBD),55116,58016,55116,58016,N/A,N/A,26/11/2018 14:16,Paul Schapurga
3908,Pre-Dilution BW-920-PD,Oil - PreDilution,,23/11/2018 16:05,Paul Schapurga,920,Oil,Oil Black Widow,2907.5,0,2907.5,0,TRUE,14736,0,920,Oil,Oil Black Widow,14736,0,14736,0,N/A,N/A,23/11/2018 16:05,Paul Schapurga
3907,Rotary Evaporation BW-920-R,Oil - Rotary Evaporation,,23/11/2018 15:21,Paul Schapurga,920,Oil,Oil Black Widow,38283,0,38283,0,TRUE,2907.5,0,920,Oil,Oil Black Widow,2907.5,0,2907.5,0,92.41,N/A,23/11/2018 15:21,Paul Schapurga
3906,Packaging Run Waste HB-937-2,Dispose - Process Waste,,23/11/2018 15:00,Paul Schapurga,937-2,Oil,Oil Hybrid Blend,221,0,221,0,TRUE,0,0,,,,,,0,0,N/A,N/A,23/11/2018 15:01,Paul Schapurga
3905,Second Pass BW-920-WII,Oil - Winterization/Filtration,,23/11/2018 14:18,Paul Schapurga,920,Oil,Oil Black Widow,31272,0,31272,0,TRUE,38283,0,920,Oil,Oil Black Widow,38283,0,38283,0,N/A,N/A,23/11/2018 14:19,Paul Schapurga
3904,First Pass BW-920-WI,Oil - Winterization/Filtration,,23/11/2018 14:17,Paul Schapurga,920,Oil,Oil Black Widow,22647,0,22647,0,TRUE,31272,0,920,Oil,Oil Black Widow,31272,0,31272,0,N/A,N/A,23/11/2018 14:18,Paul Schapurga
3903,Winterization BW-920-W,Oil - Winterization,Cage - Symbl - Extraction,23/11/2018 10:15,Paul Schapurga,920,Oil,Oil Black Widow,2868,0,2868,0,TRUE,22647,0,920,Oil,Oil Black Widow,22647,0,22647,0,N/A,N/A,23/11/2018 14:16,Paul Schapurga
3902,Packaging Run Destruction MB-936-1-DL,Dispose - Process Waste,,22/11/2018 15:51,Paul Schapurga,936-1,Oil,Oil 1:1 (THC:CBD),219.5,231,219.5,231,TRUE,57,60,936-1,Oil,Oil 1:1 (THC:CBD),57,60,57,60,74.03,74.03,22/11/2018 15:53,Paul Schapurga
3901,Packaging Run Variance MB-936-1-DL,Inventory Adjust - Pkg Run Variance,,22/11/2018 15:30,Paul Schapurga,936-1,Oil,Oil 1:1 (THC:CBD),40020,42126,40020,42126,TRUE,41345,43521,936,Oil,Oil 1:1 (THC:CBD),41345,43521,41345,43521,N/A,N/A,22/11/2018 15:31,Paul Schapurga
3900,Packaging Run Variance HB-937-1-DL,Inventory Adjust - Pkg Run Variance,,21/11/2018 15:26,Paul Schapurga,937-1,Oil,Oil Hybrid Blend,51946,0,51946,0,TRUE,52028,54766,937-1,Oil,Oil Hybrid Blend,52028,54766,52028,54766,N/A,N/A,21/11/2018 15:27,Paul Schapurga
3899,Dilution MB-936-1,Oil - Dilution,,21/11/2018 13:37,Marshall Linder,936,Oil,Oil 1:1 (THC:CBD),7076,0,7076,0,TRUE,40077,0,936-1,Oil,Oil 1:1 (THC:CBD),40077,0,40077,0,N/A,N/A,21/11/2018 13:38,Marshall Linder
3898,Mixing to 1:1 MB-936-Pd,Oil - Mixing to Specific THC:CBD Ratio,,21/11/2018 13:34,Marshall Linder,909,Oil,Oil Hybrid Blend,6245,0,16847.5,0,TRUE,16837,0,936,Oil,Oil 1:1 (THC:CBD),16837,0,16837,0,0.06,N/A,21/11/2018 13:35,Marshall Linder
3898,Mixing to 1:1 MB-936-Pd,Oil - Mixing to Specific THC:CBD Ratio,,21/11/2018 13:34,Marshall Linder,940,Oil,Oil THC/CBD Mixed Blend ,10602.5,0,16847.5,0,TRUE,16837,0,936,Oil,Oil 1:1 (THC:CBD),16837,0,16837,0,0.06,N/A,21/11/2018 13:35,Marshall Linder
3897,Destroyed R&D JOG-769,End of Lot - Destroyed,,21/11/2018 7:53,Marshall Linder,769,Oil,R&D Oil Jesus OG,260.5,0,260.5,0,TRUE,0,0,,,,,,0,0,N/A,N/A,21/11/2018 7:55,Marshall Linder
3896,EXTRACT-BW-920,Oil - Extraction,,20/11/2018 17:13, Eric Heimpel,920,Dried,Oil Black Widow,15421,0,15421,0,TRUE,2868,0,920,Dried,Oil Black Widow,2868,0,2868,0,81.4,N/A,20/11/2018 17:16, Eric Heimpel
3895,Dilution HB-937-2,Oil - Dilution,,20/11/2018 17:05,Marshall Linder,937,Oil,Oil Hybrid Blend,6592.25,0,6592.25,0,TRUE,51863,0,937-2,Oil,Oil Hybrid Blend,51863,0,51863,0,N/A,N/A,20/11/2018 17:11,Marshall Linder
3894,Dilution HB-936,Oil - Dilution,,20/11/2018 16:42,Marshall Linder,937,Oil,Oil Hybrid Blend,6592.25,0,6592.25,0,TRUE,51946,0,937-1,Oil,Oil Hybrid Blend,51946,0,51946,0,N/A,N/A,20/11/2018 16:44,Marshall Linder
3893,Packaging Run Destruction BW-911-1-DL,Dispose - Process Waste,,20/11/2018 15:57,Paul Schapurga,911-1,Oil,Oil Black Widow,264.5,278,264.5,278,TRUE,57,60,911-1,Oil,Oil Black Widow,57,60,57,60,78.45,78.42,20/11/2018 15:59,Paul Schapurga
3892,Packaging Run Variance BW-911-1-DL,Inventory Adjust - Pkg Run Variance,,20/11/2018 15:45,Paul Schapurga,911-1,Oil,Oil Black Widow,53375,56184,53375,56184,TRUE,53474,56288,911-1,Oil,Oil Black Widow,53474,56288,53474,56288,N/A,N/A,20/11/2018 15:48,Paul Schapurga
3891,Lot Merge HB-937,Process - Lot Merge,,20/11/2018 13:05,Marshall Linder,773,Oil,Oil Northern Lights,1509,0,23831.5,451,TRUE,24517,0,937,Oil,Oil Hybrid Blend,24517,0,24517,0,N/A,N/A,20/11/2018 13:06,Marshall Linder
3891,Lot Merge HB-937,Process - Lot Merge,,20/11/2018 13:05,Marshall Linder,613,Oil,Oil Sativa Blend,1745.5,0,23831.5,451,TRUE,24517,0,937,Oil,Oil Hybrid Blend,24517,0,24517,0,N/A,N/A,20/11/2018 13:06,Marshall Linder
3891,Lot Merge HB-937,Process - Lot Merge,,20/11/2018 13:05,Marshall Linder,640,Oil,Oil Atomical Haze,13836,0,23831.5,451,TRUE,24517,0,937,Oil,Oil Hybrid Blend,24517,0,24517,0,N/A,N/A,20/11/2018 13:06,Marshall Linder
3891,Lot Merge HB-937,Process - Lot Merge,,20/11/2018 13:05,Marshall Linder,784(1),Oil,Oil Hybrid Blend,5638,0,23831.5,451,TRUE,24517,0,937,Oil,Oil Hybrid Blend,24517,0,24517,0,N/A,N/A,20/11/2018 13:06,Marshall Linder
3891,Lot Merge HB-937,Process - Lot Merge,,20/11/2018 13:05,Marshall Linder,854,Oil,Oil Hybrid Blend,428,451,23831.5,451,TRUE,24517,0,937,Oil,Oil Hybrid Blend,24517,0,24517,0,N/A,N/A,20/11/2018 13:06,Marshall Linder
3891,Lot Merge HB-937,Process - Lot Merge,,20/11/2018 13:05,Marshall Linder,642(1),Oil,Oil Atomical Haze,675,0,23831.5,451,TRUE,24517,0,937,Oil,Oil Hybrid Blend,24517,0,24517,0,N/A,N/A,20/11/2018 13:06,Marshall Linder
3890,Lot Merge MB-940,Process - Lot Merge,,20/11/2018 10:11,Marshall Linder,472,Dried,Oil Nebula II,9387,0,10621.5,1110,TRUE,10602.5,0,940,Oil,Oil THC/CBD Mixed Blend ,10602.5,0,10602.5,0,0.18,N/A,20/11/2018 10:17,Marshall Linder
3890,Lot Merge MB-940,Process - Lot Merge,,20/11/2018 10:11,Marshall Linder,858,Oil,Oil Treasure Island (APH),180,0,10621.5,1110,TRUE,10602.5,0,940,Oil,Oil THC/CBD Mixed Blend ,10602.5,0,10602.5,0,0.18,N/A,20/11/2018 10:17,Marshall Linder
3890,Lot Merge MB-940,Process - Lot Merge,,20/11/2018 10:11,Marshall Linder,894,Oil,Oil 1:1 (THC:CBD),1054.5,1110,10621.5,1110,TRUE,10602.5,0,940,Oil,Oil THC/CBD Mixed Blend ,10602.5,0,10602.5,0,0.18,N/A,20/11/2018 10:17,Marshall Linder
3889,Pre-Dilution Transfer BW-911-PD,Lot Transfer - Partial,Vault - Emblem - Diluted Oil,20/11/2018 8:55,Paul Schapurga,911,Oil,Oil Black Widow,11836.5,12459,11836.5,12459,TRUE,53432,56244,911-1,Oil,Oil Black Widow,53432,56244,53432,56244,N/A,N/A,20/11/2018 8:56,Paul Schapurga
3888,Packaging Run Destruction HB-854-1-DL,Dispose - Process Waste,,19/11/2018 15:32,Paul Schapurga,854-1,Oil,Oil Hybrid Blend,57,3038,57,3038,TRUE,57,60,854-1,Oil,Oil Hybrid Blend,57,60,57,60,N/A,98.03,19/11/2018 15:36,Paul Schapurga
3887,Packaging Run Variance HB-854-1-DL,Inventory Adjust - Pkg Run Variance,,19/11/2018 15:07,Paul Schapurga,854-1,Oil,Oil Hybrid Blend,51941,54674,51941,54674,TRUE,53751,59558,854-1,Oil,Oil Hybrid Blend,53751,59558,53751,59558,N/A,N/A,19/11/2018 15:09,Paul Schapurga
3886,Predilution BW-911-PD,Oil - PreDilution,,16/11/2018 16:36,Paul Schapurga,911,Oil,Oil Black Widow,3473,3655,3473,3655,TRUE,16863.5,17751,911,Oil,Oil Black Widow,16863.5,17751,16863.5,17751,N/A,N/A,25/02/2019 8:51,Paul Schapurga
3885,Rotary evaporation BW-911-R,Oil - Rotary Evaporation,,16/11/2018 15:47,Paul Schapurga,911,Oil,Oil Black Widow,35546,0,35546,0,TRUE,3473,3655,911,Oil,Oil Black Widow,3473,3655,3473,3655,90.23,N/A,25/02/2019 8:50,Paul Schapurga
3884,Predilution Transfer,Oil - Dilution,Vault - Symbl - Extract,16/11/2018 14:53,Paul Schapurga,854,Oil,Oil Hybrid Blend,10431,10980,10431,10980,TRUE,51941,54674,854-1,Oil,Oil Hybrid Blend,51941,54674,51941,54674,N/A,N/A,16/11/2018 14:57,Paul Schapurga
3883,Second Pass BW-911-WII,Oil - Filtration,,16/11/2018 14:01,Paul Schapurga,911,Oil,Oil Black Widow,30216,0,30216,0,TRUE,35546,0,911,Oil,Oil Black Widow,35546,0,35546,0,N/A,N/A,16/11/2018 14:04,Paul Schapurga
3882,First Pass BW-911,Oil - Filtration,,16/11/2018 13:44,Paul Schapurga,911,Oil,Oil Black Widow,28003.5,0,28003.5,0,TRUE,30216,0,911,Oil,Oil Black Widow,30216,0,30216,0,N/A,N/A,16/11/2018 13:59,Paul Schapurga
3881,WINTER-BW-911-W1,Oil - Filtration,,15/11/2018 16:28, Eric Heimpel,911,Oil,Oil Black Widow,3294,0,3294,0,TRUE,28003.5,0,911,Oil,Oil Black Widow,28003.5,0,28003.5,0,N/A,N/A,15/11/2018 16:40, Eric Heimpel
3880,Extract-BW-911,Oil - Extraction,,15/11/2018 16:21, Eric Heimpel,911,Dried,Oil Black Widow,16437.5,0,16437.5,0,TRUE,3294,0,911,Dried,Oil Black Widow,3294,0,3294,0,79.96,N/A,15/11/2018 16:23, Eric Heimpel
3879,Spillage Capsule Filling SK-897-1-3,Dispose - Spillage,,15/11/2018 16:06,Marshall Linder,897-1-3,Oil,Oil Sour Kush,106.9,112.5,106.9,112.5,TRUE,0,0,,,,,,0,0,N/A,N/A,16/11/2018 16:33,Paul Schapurga
3878,Lot Merge,Process - Lot Merge,,15/11/2018 10:29,Kamil Maslowski,921(2),Dried,DI NYC Diesel-S-12-4,3756.7,0,3756.7,0,TRUE,3756.7,0,921,Dried,DI NYC Diesel-S-12-4,3756.7,0,3756.7,0,N/A,N/A,15/11/2018 10:31,Kamil Maslowski
3877,QA Release,Allocate for Final Packaging,,15/11/2018 9:43,Elizabeth Evans,893,Dried,Black Widow-S-7-23 (Zen's Garden),7811.56,0,7811.56,0,TRUE,7811.56,0,893,Dried,Black Widow-S-7-23 (Zen's Garden),7811.56,0,7811.56,0,N/A,N/A,15/11/2018 9:43,Elizabeth Evans
