Database ID,WO Name,WO Type,Location,Date Opened,User Opened,Input Bulk Lot ID(s),Input Bulk Lot Type(s),Production,Input Weight per Bulk Lot,Input Volume per Bulk Lot,Total WO Input Weight,Total WO Input Volume,Finalized,Total Finalized Weight,Total Finalized Volume,Output Bulk Lot ID(s),Output Bulk Lot Type(s),Production,Output Weight per Bulk Lot,Output Volume per Bulk Lot,Total Output Weight,Total Output Volume,Variance Weight %,Variance Volume %,Date Closed,User Closed
2495,Contract Lab Terp Analysis,Sample - Other,,16/03/2018 16:19,Meagan Moeyaert,568,Dried,R&D Crops Northern Lights,197.99,0,197.99,0,TRUE,194.43,0,568,Dried,R&D Crops Northern Lights,194.43,0,194.43,0,1.8,N/A,16/03/2018 16:20,Meagan Moeyaert
2494,Contract Lab Terp Analysis,Sample - Other,,16/03/2018 16:18,Meagan Moeyaert,569,Dried,R&D Crops Northern Lights,162.43,0,162.43,0,TRUE,158.95,0,569,Dried,R&D Crops Northern Lights,158.95,0,158.95,0,2.14,N/A,16/03/2018 16:18,Meagan Moeyaert
2493,Contract Lab Terp Analysis,Sample - Other,,16/03/2018 16:17,Meagan Moeyaert,570,Dried,R&D Crops Northern Lights,121.63,0,121.63,0,TRUE,118.09,0,570,Dried,R&D Crops Northern Lights,118.09,0,118.09,0,2.91,N/A,16/03/2018 16:17,Meagan Moeyaert
2492,Contract Lab Terp Analysis,Sample - Other,,16/03/2018 16:13,Meagan Moeyaert,565,Dried,R&D Crops Ice Cream,276.67,0,276.67,0,TRUE,273.31,0,565,Dried,R&D Crops Ice Cream,273.31,0,273.31,0,1.21,N/A,16/03/2018 16:13,Meagan Moeyaert
2491,Contract Lab Terp Analysis,Sample - Other,,16/03/2018 16:12,Meagan Moeyaert,563,Dried,R&D Crops Ice Cream,326.94,0,326.94,0,TRUE,323.37,0,563,Dried,R&D Crops Ice Cream,323.37,0,323.37,0,1.09,N/A,16/03/2018 16:12,Meagan Moeyaert
2490,Contract Lab Terp Analysis,Sample - Other,,16/03/2018 16:10,Meagan Moeyaert,564,Dried,R&D Crops Ice Cream,238.09,0,238.09,0,TRUE,234.88,0,564,Dried,R&D Crops Ice Cream,234.88,0,234.88,0,1.35,N/A,16/03/2018 16:10,Meagan Moeyaert
2489,Contract Lab Terp Analysis,Sample - Other,,16/03/2018 16:09,Meagan Moeyaert,559,Dried,R&D Crops Dutch Dragon,250.69,0,250.69,0,TRUE,246.83,0,559,Dried,R&D Crops Dutch Dragon,246.83,0,246.83,0,1.54,N/A,16/03/2018 16:09,Meagan Moeyaert
2488,Contract Lab Terp Analysis,Sample - Other,,16/03/2018 16:07,Meagan Moeyaert,562,Dried,R&D Crops Dutch Dragon,479.65,0,479.65,0,TRUE,475.18,0,562,Dried,R&D Crops Dutch Dragon,475.18,0,475.18,0,0.93,N/A,16/03/2018 16:08,Meagan Moeyaert
2487,Contract Lab Terp Analysis,Sample - Other,,16/03/2018 16:05,Meagan Moeyaert,561,Dried,R&D Crops Dutch Dragon,399.56,0,399.56,0,TRUE,395.61,0,561,Dried,R&D Crops Dutch Dragon,395.61,0,395.61,0,0.99,N/A,16/03/2018 16:06,Meagan Moeyaert
2486,Correct for Contract Lab Terp Analysis,Inventory Adjust - Correct Entry Error,,16/03/2018 16:04,Meagan Moeyaert,,,,,,0,0,TRUE,418.55,0,558,Dried,R&D Crops Dutch Dragon,418.55,0,418.55,0,N/A,N/A,16/03/2018 16:04,Meagan Moeyaert
2485,Contract Lab Terp Analysis,Sample - Other,,16/03/2018 16:02,Meagan Moeyaert,558,Dried,R&D Crops Dutch Dragon,423.36,0,423.36,0,TRUE,0,0,,,,,,0,0,N/A,N/A,16/03/2018 16:02,Meagan Moeyaert
2484,Contract Lab Terp Analysis,Sample - Other,,16/03/2018 16:00,Meagan Moeyaert,560,Dried,R&D Crops Dutch Dragon,230.34,0,230.34,0,TRUE,226.74,0,560,Dried,R&D Crops Dutch Dragon,226.74,0,226.74,0,1.56,N/A,16/03/2018 16:01,Meagan Moeyaert
2483,Contract Lab Terp Analysis,Sample - Other,,16/03/2018 15:57,Meagan Moeyaert,557,Dried,R&D Crops Dutch Dragon,411.83,0,411.83,0,TRUE,407.53,0,557,Dried,R&D Crops Dutch Dragon,407.53,0,407.53,0,1.04,N/A,16/03/2018 15:59,Meagan Moeyaert
2482,ACMPR SB-548-DC,Sample - Other,,16/03/2018 15:34,Marshall Linder,548,Oil,Oil Sativa Blend,64.5,0,64.5,0,TRUE,0,0,,,,,,0,0,N/A,N/A,16/03/2018 15:35,Marshall Linder
2481,ACMPR HB-549-DC,Sample - Other,,16/03/2018 15:32,Marshall Linder,549,Oil,Oil Hybrid Blend,67,0,67,0,TRUE,0,0,,,,,,0,0,N/A,N/A,16/03/2018 15:33,Marshall Linder
2480,ACMPR IB550-DC,Sample - Other,,16/03/2018 15:27,Marshall Linder,550,Oil,Oil Indica Blend,67.5,0,67.5,0,TRUE,0,0,,,,,,0,0,N/A,N/A,16/03/2018 15:28,Marshall Linder
2479,lod,Sample - MBA,,16/03/2018 15:10,Meagan Moeyaert,578,Dried,R&D Crops NYC Diesel,5.35,0,5.35,0,TRUE,0,0,,,,,,0,0,N/A,N/A,16/03/2018 15:10,Meagan Moeyaert
2478,lod,Sample - MBA,,16/03/2018 15:09,Meagan Moeyaert,571,Fresh,R&D Crops White Berry,5.26,0,5.26,0,TRUE,0,0,,,,,,0,0,N/A,N/A,16/03/2018 15:09,Meagan Moeyaert
2477,lod,Sample - MBA,,16/03/2018 15:08,Meagan Moeyaert,574,Dried,R&D Crops White Berry,4.51,0,4.51,0,TRUE,0,0,,,,,,0,0,N/A,N/A,16/03/2018 15:08,Meagan Moeyaert
2476,lod,Sample - MBA,,16/03/2018 15:07,Meagan Moeyaert,575,Dried,R&D Crops Jesus OG-S-18-34,5.79,0,5.79,0,TRUE,0,0,,,,,,0,0,N/A,N/A,16/03/2018 15:07,Meagan Moeyaert
2475,lod,Sample - MBA,,16/03/2018 15:06,Meagan Moeyaert,581,Dried,R&D Crops NYC Diesel,5.26,0,5.26,0,TRUE,0,0,,,,,,0,0,N/A,N/A,16/03/2018 15:06,Meagan Moeyaert
2474,lod,Sample - MBA,,16/03/2018 15:05,Meagan Moeyaert,579,Dried,R&D Crops NYC Diesel,5.84,0,5.84,0,TRUE,0,0,,,,,,0,0,N/A,N/A,16/03/2018 15:06,Meagan Moeyaert
2473,lod,Sample - MBA,,16/03/2018 15:04,Meagan Moeyaert,580,Dried,R&D Crops NYC Diesel,5.21,0,5.21,0,TRUE,0,0,,,,,,0,0,N/A,N/A,16/03/2018 15:04,Meagan Moeyaert
2472,LOD,Sample - MBA,,16/03/2018 15:03,Meagan Moeyaert,572,Dried,R&D Crops White Berry,5.02,0,5.02,0,TRUE,0,0,,,,,,0,0,N/A,N/A,16/03/2018 15:03,Meagan Moeyaert
2471,LOD,Sample - MBA,,16/03/2018 15:02,Meagan Moeyaert,573,Dried,R&D Crops White Berry,5.33,0,5.33,0,TRUE,0,0,,,,,,0,0,N/A,N/A,16/03/2018 15:02,Meagan Moeyaert
2470,ACMPR Testing SB-613-Prediluted,Sample - Other,-,16/03/2018 14:49,Marshall Linder,613,Oil,Oil Sativa Blend,58,0,58,0,TRUE,0,0,,,,,,0,0,N/A,N/A,16/03/2018 14:50,Marshall Linder
2469,Winterization SB(S)-264(1)-W,Oil - Winterization,-,16/03/2018 13:27,Paul Schapurga,264(1),Oil,Oil Hybrid Blend,757,0,757,0,TRUE,3458.5,0,264(1),Oil,Oil Hybrid Blend,3458.5,0,3458.5,0,N/A,N/A,16/03/2018 13:27,Paul Schapurga
2468,PreDilution SB-613-Prediluted,Oil - PreDilution,-,16/03/2018 13:25,Marshall Linder,369(1),Oil,Oil Sativa Blend,7887.5,0,21204.5,0,TRUE,24498,0,613,Oil,Oil Sativa Blend,24498,0,24498,0,N/A,N/A,16/03/2018 13:27,Marshall Linder
2468,PreDilution SB-613-Prediluted,Oil - PreDilution,-,16/03/2018 13:25,Marshall Linder,260(2),Oil,Oil Sativa Blend,6105,0,21204.5,0,TRUE,24498,0,613,Oil,Oil Sativa Blend,24498,0,24498,0,N/A,N/A,16/03/2018 13:27,Marshall Linder
2468,PreDilution SB-613-Prediluted,Oil - PreDilution,-,16/03/2018 13:25,Marshall Linder,330(1),Oil,Oil Sativa Blend,2369.5,0,21204.5,0,TRUE,24498,0,613,Oil,Oil Sativa Blend,24498,0,24498,0,N/A,N/A,16/03/2018 13:27,Marshall Linder
2468,PreDilution SB-613-Prediluted,Oil - PreDilution,-,16/03/2018 13:25,Marshall Linder,260(1),Oil,Oil Sativa Blend,4842.5,0,21204.5,0,TRUE,24498,0,613,Oil,Oil Sativa Blend,24498,0,24498,0,N/A,N/A,16/03/2018 13:27,Marshall Linder
2467,Winterization,Oil - Winterization,-,16/03/2018 12:56,Paul Schapurga,370(1),Oil,Oil Hybrid Blend,1281.5,0,1281.5,0,TRUE,5999,0,370(1),Oil,Oil Hybrid Blend,5999,0,5999,0,N/A,N/A,16/03/2018 12:56,Paul Schapurga
2466,Winterization HB(S)-331(1)-W,Oil - Winterization,-,16/03/2018 11:20,Paul Schapurga,331(1),Oil,Oil Hybrid Blend,1761,0,1761,0,TRUE,10080,0,331(1),Oil,Oil Hybrid Blend,10080,0,10080,0,N/A,N/A,16/03/2018 11:21,Paul Schapurga
2465,Transfer to totes SB(b)-548-DC,Transfer to Totes,-,15/03/2018 15:52,Marshall Linder,548,Oil,Oil Sativa Blend,8847,0,8847,0,TRUE,8846.5,0,548,Oil,Oil Sativa Blend,8846.5,0,8846.5,0,0.01,N/A,15/03/2018 15:54,Marshall Linder
2464,Transfer to Totes SB(B)-547-DC,Transfer to Totes,-,15/03/2018 15:43,Marshall Linder,547,Oil,Oil Sativa Blend,8133,0,8133,0,TRUE,8041.5,0,547,Oil,Oil Sativa Blend,8041.5,0,8041.5,0,1.13,N/A,15/03/2018 15:44,Marshall Linder
2463,Transfer to totes SB(s)-544-DC,Transfer to Totes,-,15/03/2018 15:37,Marshall Linder,544,Oil,Oil Sativa Blend,10553.5,0,10553.5,0,TRUE,10569.5,0,544,Oil,Oil Sativa Blend,10569.5,0,10569.5,0,N/A,N/A,15/03/2018 15:39,Marshall Linder
2462,Destroy-SB(B)-374(2)-Refined,Destroy Whole Lot,,15/03/2018 14:11,Marshall Linder,374(2),Oil,Oil Sativa Blend,275.5,0,275.5,0,TRUE,0,0,,,,,,0,0,N/A,N/A,15/03/2018 14:12,Marshall Linder
2461,"btl 21300 was shipped Feb 28, 2018",Inventory Adjust - Correct Entry Error,,15/03/2018 13:55,Boe Thomson,243,Dried,DI Delahaze-S-32-32 (Lemon Larry),31.5,0,31.5,0,TRUE,0,0,,,,,,0,0,N/A,N/A,15/03/2018 13:56,Boe Thomson
2460,Predilution SB(B)-369(1)-Prediluted,Oil - PreDilution,-,15/03/2018 11:19,Marshall Linder,369(1),Oil,Oil Sativa Blend,751,0,751,0,TRUE,7887.5,0,369(1),Oil,Oil Sativa Blend,7887.5,0,7887.5,0,N/A,N/A,15/03/2018 11:21,Marshall Linder
2459,Correct Entry Error SB(S)-369(1)-Refined,Inventory Adjust - Correct Entry Error,,15/03/2018 11:17,Marshall Linder,369(1),Oil,Oil Sativa Blend,1000,0,1000,0,TRUE,0,0,,,,,,0,0,N/A,N/A,15/03/2018 11:17,Marshall Linder
2458,PreDilution SB(s)-260(2)-PD,Oil - PreDilution,-,15/03/2018 10:16,Marshall Linder,260(2),Oil,Oil Sativa Blend,1487.5,0,1487.5,0,TRUE,6105,0,260(2),Oil,Oil Sativa Blend,6105,0,6105,0,N/A,N/A,15/03/2018 10:19,Marshall Linder
2457,Tranfer Loss SB(S)-260(2)-Refined,Inventory Adjust - Correct Entry Error,,15/03/2018 10:14,Marshall Linder,260(2),Oil,Oil Sativa Blend,57.5,0,57.5,0,TRUE,0,0,,,,,,0,0,N/A,N/A,15/03/2018 10:16,Marshall Linder
2456,lod,Sample - MBA,,15/03/2018 9:26,Meagan Moeyaert,568,Dried,R&D Crops Northern Lights,5.31,0,5.31,0,TRUE,0,0,,,,,,0,0,N/A,N/A,15/03/2018 9:26,Meagan Moeyaert
2455,lod,Sample - MBA,,15/03/2018 9:15,Meagan Moeyaert,569,Dried,R&D Crops Northern Lights,6.27,0,6.27,0,TRUE,0,0,,,,,,0,0,N/A,N/A,15/03/2018 9:15,Meagan Moeyaert
2454,lod,Sample - MBA,,15/03/2018 9:11,Meagan Moeyaert,567,Dried,R&D Crops Northern Lights,5.4,0,5.4,0,TRUE,0,0,,,,,,0,0,N/A,N/A,15/03/2018 9:11,Meagan Moeyaert
2453,lod,Sample - MBA,,15/03/2018 9:00,Meagan Moeyaert,570,Dried,R&D Crops Northern Lights,6.17,0,6.17,0,TRUE,0,0,,,,,,0,0,N/A,N/A,15/03/2018 9:00,Meagan Moeyaert
2452,lod,Sample - MBA,,15/03/2018 8:58,Meagan Moeyaert,566,Dried,R&D Crops Northern Lights,5.91,0,5.91,0,TRUE,0,0,,,,,,0,0,N/A,N/A,15/03/2018 8:59,Meagan Moeyaert
2451,lod,Sample - MBA,,15/03/2018 8:56,Meagan Moeyaert,565,Dried,R&D Crops Ice Cream,5.13,0,5.13,0,TRUE,0,0,,,,,,0,0,N/A,N/A,15/03/2018 8:56,Meagan Moeyaert
2450,lod,Sample - MBA,,15/03/2018 8:42,Meagan Moeyaert,564,Dried,R&D Crops Ice Cream,5.21,0,5.21,0,TRUE,0,0,,,,,,0,0,N/A,N/A,15/03/2018 8:43,Meagan Moeyaert
2449,lod,Sample - MBA,,15/03/2018 8:40,Meagan Moeyaert,563,Dried,R&D Crops Ice Cream,6.26,0,6.26,0,TRUE,0,0,,,,,,0,0,N/A,N/A,15/03/2018 8:41,Meagan Moeyaert
2448,lod,Sample - MBA,,15/03/2018 8:38,Meagan Moeyaert,582,Dried,R&D Crops Conspiracy Kush,4.97,0,4.97,0,TRUE,0,0,,,,,,0,0,N/A,N/A,15/03/2018 8:38,Meagan Moeyaert
2447,lod,Sample - MBA,,15/03/2018 8:36,Meagan Moeyaert,583,Dried,R&D Crops Conspiracy Kush,4.87,0,4.87,0,TRUE,0,0,,,,,,0,0,N/A,N/A,15/03/2018 8:36,Meagan Moeyaert
2446,Predilution SB(S)-260(1)-PD,Oil - PreDilution,,14/03/2018 16:39,Marshall Linder,260(1),Oil,Oil Sativa Blend,1145,0,1145,0,TRUE,4842.5,0,260(1),Oil,Oil Sativa Blend,4842.5,0,4842.5,0,N/A,N/A,14/03/2018 16:41,Marshall Linder
2445,Correction Weight SB(S)-260(2)-R,Oil - Rotary Evaporation,,14/03/2018 16:23,Paul Schapurga,260(2),Oil,Oil Sativa Blend,1487.5,0,1487.5,0,TRUE,1545,0,260(2),Oil,Oil Sativa Blend,1545,0,1545,0,N/A,N/A,14/03/2018 16:25,Paul Schapurga
2444,Correction Wrong Input Weight SB(B)-260(1)-R,Oil - Rotary Evaporation,,14/03/2018 16:20,Paul Schapurga,260(1),Oil,Oil Sativa Blend,1545,0,1545,0,TRUE,1145,0,260(1),Oil,Oil Sativa Blend,1145,0,1145,0,25.89,N/A,14/03/2018 16:21,Paul Schapurga
2443,Evaporation SB(S)-260(1)-R,Oil - Rotary Evaporation,-,14/03/2018 15:39,Paul Schapurga,260(1),Oil,Oil Sativa Blend,22092,0,22092,0,TRUE,1545,0,260(1),Oil,Oil Sativa Blend,1545,0,1545,0,93.01,N/A,14/03/2018 15:40,Paul Schapurga
2442,Pre-Dilution SB(S)-330(1)-PD,Oil - PreDilution,-,14/03/2018 14:11,Paul Schapurga,330(1),Oil,Oil Sativa Blend,932.5,0,932.5,0,TRUE,2369.5,0,330(1),Oil,Oil Sativa Blend,2369.5,0,2369.5,0,N/A,N/A,14/03/2018 14:12,Paul Schapurga
2441,Evaporation SB(S)-330(1)-R,Oil - Rotary Evaporation,-,14/03/2018 14:08,Paul Schapurga,330(1),Oil,Oil Sativa Blend,17070.5,0,17070.5,0,TRUE,932.5,0,330(1),Oil,Oil Sativa Blend,932.5,0,932.5,0,94.54,N/A,14/03/2018 14:09,Paul Schapurga
2440,QA Retain,Sample - QA Retain,,14/03/2018 13:27,Karen Hamilton,411(4),Dried,DI Nebula II-S-26-3 (High Voltage CBD),124.56,0,124.56,0,TRUE,124.56,0,411(4),Dried,DI Nebula II-S-26-3 (High Voltage CBD),124.56,0,124.56,0,N/A,N/A,14/03/2018 13:28,Karen Hamilton
2439,QA Retain,Sample - QA Retain,,14/03/2018 13:26,Karen Hamilton,411,Dried,DI Nebula II-S-26-3 (High Voltage CBD),125.43,0,125.43,0,TRUE,125.43,0,411,Dried,DI Nebula II-S-26-3 (High Voltage CBD),125.43,0,125.43,0,N/A,N/A,14/03/2018 13:27,Karen Hamilton
2438,QA Retain,Sample - QA Retain,,14/03/2018 13:16,Karen Hamilton,214,Dried,DI Shark Shock-C-4-0,125.179,0,125.179,0,TRUE,125.79,0,214,Dried,DI Shark Shock-C-4-0,125.79,0,125.79,0,N/A,N/A,14/03/2018 13:23,Karen Hamilton
2437,QA Retain,Sample - QA Retain,,14/03/2018 13:15,Karen Hamilton,156(13),Dried,Black Widow-S-7-23 (Zen's Garden),124.74,0,124.74,0,TRUE,124.74,0,156(13),Dried,Black Widow-S-7-23 (Zen's Garden),124.74,0,124.74,0,N/A,N/A,14/03/2018 13:16,Karen Hamilton
2436,SB(S)-330(1)-FilterII,Oil - Winterization/Filtration,Freezer Room 131 - Extraction,14/03/2018 11:38,Marshall Linder,330(1),Oil,Oil Sativa Blend,7129,0,7129,0,TRUE,17070.5,0,330(1),Oil,Oil Sativa Blend,17070.5,0,17070.5,0,N/A,N/A,14/03/2018 11:39,Marshall Linder
2435,Evaporation SB(S)-260(1)-F,Oil - Winterization/Filtration,Freezer Room 131 - Extraction,14/03/2018 11:05,Paul Schapurga,260(1),Oil,Oil Sativa Blend,8014.5,0,8014.5,0,TRUE,22092,0,260(1),Oil,Oil Sativa Blend,22092,0,22092,0,N/A,N/A,14/03/2018 11:07,Paul Schapurga
2434,lod,Sample - MBA,,14/03/2018 10:58,Meagan Moeyaert,559,Dried,R&D Crops Dutch Dragon,5.11,0,5.11,0,TRUE,0,0,,,,,,0,0,N/A,N/A,14/03/2018 10:58,Meagan Moeyaert
2433,lod,Sample - MBA,,14/03/2018 10:54,Meagan Moeyaert,562,Dried,R&D Crops Dutch Dragon,5.15,0,5.15,0,TRUE,0,0,,,,,,0,0,N/A,N/A,14/03/2018 10:54,Meagan Moeyaert
2432,lod,Sample - MBA,,14/03/2018 10:46,Meagan Moeyaert,561,Dried,R&D Crops Dutch Dragon,5.24,0,5.24,0,TRUE,0,0,,,,,,0,0,N/A,N/A,14/03/2018 10:46,Meagan Moeyaert
2431,lod,Sample - MBA,,14/03/2018 10:38,Meagan Moeyaert,560,Dried,R&D Crops Dutch Dragon,5.06,0,5.06,0,TRUE,0,0,,,,,,0,0,N/A,N/A,14/03/2018 10:38,Meagan Moeyaert
2430,lod,Sample - MBA,,14/03/2018 9:51,Meagan Moeyaert,558,Dried,R&D Crops Dutch Dragon,5.94,0,5.94,0,TRUE,0,0,,,,,,0,0,N/A,N/A,14/03/2018 9:51,Meagan Moeyaert
2429,lod,Sample - MBA,,14/03/2018 8:43,Meagan Moeyaert,557,Dried,R&D Crops Dutch Dragon,5.67,0,5.67,0,TRUE,0,0,,,,,,0,0,N/A,N/A,14/03/2018 8:43,Meagan Moeyaert
2428,Pre-Dilution SB(B)-369(1)-PD,Oil - PreDilution,-,13/03/2018 16:48,Paul Schapurga,,,,,,0,0,TRUE,0,0,,,,,,0,0,N/A,N/A,15/03/2018 11:00,Marshall Linder
2427,Refined SB(B)-369(1)-R,Oil - Rotary Evaporation,-,13/03/2018 15:03,Paul Schapurga,369(1),Oil,Oil Sativa Blend,15431,0,15431,0,TRUE,1751,0,369(1),Oil,Oil Sativa Blend,1751,0,1751,0,88.65,N/A,15/03/2018 11:10,Marshall Linder
2426,Filtration SB(B)-369(1)-F,Oil - Winterization/Filtration,Freezer Room 131 - Extraction,13/03/2018 12:06,Paul Schapurga,369(1),Oil,Oil Sativa Blend,5216.5,0,5216.5,0,TRUE,15431,0,369(1),Oil,Oil Sativa Blend,15431,0,15431,0,N/A,N/A,13/03/2018 12:07,Paul Schapurga
2425,waste from Mar 12 packaging,Dispose - Spillage,,13/03/2018 8:27,Bridget Fritz,508(4),Dried,DI Sour Kush-S-8-19 (Sour OG),13.3,0,13.3,0,TRUE,0,0,,,,,,0,0,N/A,N/A,13/03/2018 8:27,Bridget Fritz
2424,Mar 12 final pack adjustment,Inventory Adjust - Pkg Run Variance,,13/03/2018 8:24,Bridget Fritz,508(4),Dried,DI Sour Kush-S-8-19 (Sour OG),2992.66,0,2992.66,0,TRUE,2977.4,0,508(4),Dried,DI Sour Kush-S-8-19 (Sour OG),2977.4,0,2977.4,0,0.51,N/A,13/03/2018 8:26,Bridget Fritz
2423,Pre and Post Final Packaging Adjustment ,Inventory Adjust - Pkg Run Variance,,12/03/2018 15:10,Kamil Maslowski,320,Dried,DI Delahaze-S-32-31 (Larry OG),5426.41,0,5426.41,0,TRUE,5380.85,0,320,Dried,DI Delahaze-S-32-31 (Larry OG),5380.85,0,5380.85,0,0.84,N/A,12/03/2018 15:12,Kamil Maslowski
2422,qa,Sample - QA Release,,12/03/2018 14:44,Karen Hamilton,,,,,,0,0,TRUE,0,0,,,,,,0,0,N/A,N/A,12/03/2018 14:48,Karen Hamilton
2421,QA Release - Microbial,Sample - Microbial,,12/03/2018 12:37,Janet Schapurga,553,Dried,DI Atomical Haze-S-29-5 (Quantum Kush),62.26,0,62.26,0,TRUE,62.26,0,553,Dried,DI Atomical Haze-S-29-5 (Quantum Kush),62.26,0,62.26,0,N/A,N/A,12/03/2018 12:39,Janet Schapurga
2420,Pre and Post Final Packaging Adjustment,Inventory Adjust - Pkg Run Variance,,12/03/2018 11:24,Kamil Maslowski,156(13),Dried,Black Widow-S-7-23 (Zen's Garden),9100.94,0,9100.94,0,TRUE,9070.2,0,156(13),Dried,Black Widow-S-7-23 (Zen's Garden),9070.2,0,9070.2,0,0.34,N/A,12/03/2018 11:26,Kamil Maslowski
2419,Pre and Post Final Packaging Adjustment,Inventory Adjust - Pkg Run Variance,,12/03/2018 9:34,Kamil Maslowski,411,Dried,DI Nebula II-S-26-3 (High Voltage CBD),388.79,0,388.79,0,TRUE,351,0,411,Dried,DI Nebula II-S-26-3 (High Voltage CBD),351,0,351,0,9.72,N/A,12/03/2018 9:36,Kamil Maslowski
2418,Tote Transfer,Transfer to Totes,-,09/03/2018 16:09,Marshall Linder,345,Oil,Oil Jesus OG,8939.5,0,8939.5,0,TRUE,8952.5,0,345,Oil,Oil Jesus OG,8952.5,0,8952.5,0,N/A,N/A,09/03/2018 16:10,Marshall Linder
2417,Tote Transfer IB-550-DC,Transfer to Totes,-,09/03/2018 16:07,Marshall Linder,550,Oil,Oil Indica Blend,7404.5,0,7404.5,0,TRUE,7414,0,550,Oil,Oil Indica Blend,7414,0,7414,0,N/A,N/A,09/03/2018 16:08,Marshall Linder
2416,Tote Transfer HB-549-DC,Transfer to Totes,-,09/03/2018 16:05,Marshall Linder,549,Oil,Oil Hybrid Blend,5510,0,5510,0,TRUE,5287,0,549,Oil,Oil Hybrid Blend,5287,0,5287,0,4.05,N/A,09/03/2018 16:06,Marshall Linder
2415,Tote Transfer SB-543-DC,Transfer to Totes,-,09/03/2018 16:03,Marshall Linder,543,Oil,Oil Sativa Blend,8461.5,0,8461.5,0,TRUE,8477.5,0,543,Oil,Oil Sativa Blend,8477.5,0,8477.5,0,N/A,N/A,09/03/2018 16:04,Marshall Linder
2414,Tote Transfer SB-545-DC,Transfer to Totes,-,09/03/2018 16:00,Marshall Linder,545,Oil,Oil Sativa Blend,11651.5,0,11651.5,0,TRUE,11650,0,545,Oil,Oil Sativa Blend,11650,0,11650,0,0.01,N/A,09/03/2018 16:01,Marshall Linder
2413,Tote Transfer SB-546-DC,Transfer to Totes,-,09/03/2018 15:55,Marshall Linder,546,Oil,Oil Sativa Blend,7690.5,0,7690.5,0,TRUE,7702.5,0,546,Oil,Oil Sativa Blend,7702.5,0,7702.5,0,N/A,N/A,09/03/2018 15:58,Marshall Linder
2412,Winterization SB(S)-260(1)-1,Oil - Winterization,-,09/03/2018 13:04,Paul Schapurga,260(1),Oil,Oil Sativa Blend,1190.5,0,1190.5,0,TRUE,8014.5,0,260(1),Oil,Oil Sativa Blend,8014.5,0,8014.5,0,N/A,N/A,09/03/2018 13:06,Paul Schapurga
2411,Lot Merge,Process - Lot Merge,,09/03/2018 12:34,Katelynn Biedinger,553,Dried,DI Atomical Haze-S-29-5 (Quantum Kush),9013.7,0,28791.4,0,TRUE,28767.5,0,553,Dried,DI Atomical Haze-S-29-5 (Quantum Kush),28767.5,0,28767.5,0,0.08,N/A,09/03/2018 12:35,Katelynn Biedinger
2411,Lot Merge,Process - Lot Merge,,09/03/2018 12:34,Katelynn Biedinger,553(3),Dried,DI Atomical Haze-S-29-5 (Quantum Kush),9189.5,0,28791.4,0,TRUE,28767.5,0,553,Dried,DI Atomical Haze-S-29-5 (Quantum Kush),28767.5,0,28767.5,0,0.08,N/A,09/03/2018 12:35,Katelynn Biedinger
2411,Lot Merge,Process - Lot Merge,,09/03/2018 12:34,Katelynn Biedinger,553(6),Dried,DI Atomical Haze-S-29-5 (Quantum Kush),10588.2,0,28791.4,0,TRUE,28767.5,0,553,Dried,DI Atomical Haze-S-29-5 (Quantum Kush),28767.5,0,28767.5,0,0.08,N/A,09/03/2018 12:35,Katelynn Biedinger
2410,TTB,Process - Transfer to Bulk,,09/03/2018 12:32,Katelynn Biedinger,553(6),Dried,DI Atomical Haze-S-29-5 (Quantum Kush),10618.97,0,10618.97,0,TRUE,10588.2,0,553(6),Dried,DI Atomical Haze-S-29-5 (Quantum Kush),10588.2,0,10588.2,0,0.29,N/A,09/03/2018 12:32,Katelynn Biedinger
2409,TTB,Process - Transfer to Bulk,,09/03/2018 12:31,Katelynn Biedinger,553(3),Dried,DI Atomical Haze-S-29-5 (Quantum Kush),9207.22,0,9207.22,0,TRUE,9189.5,0,553(3),Dried,DI Atomical Haze-S-29-5 (Quantum Kush),9189.5,0,9189.5,0,0.19,N/A,09/03/2018 12:31,Katelynn Biedinger
2408,TTB,Process - Transfer to Bulk,,09/03/2018 12:27,Katelynn Biedinger,553,Dried,DI Atomical Haze-S-29-5 (Quantum Kush),9028.27,0,9028.27,0,TRUE,9013.7,0,553,Dried,DI Atomical Haze-S-29-5 (Quantum Kush),9013.7,0,9013.7,0,0.16,N/A,09/03/2018 12:27,Katelynn Biedinger
2407,Winterization SB(S)-369(1)-W,Oil - Winterization,-,09/03/2018 12:08,Paul Schapurga,369(1),Oil,Oil Sativa Blend,785.5,0,785.5,0,TRUE,5216.5,0,369(1),Oil,Oil Sativa Blend,5216.5,0,5216.5,0,N/A,N/A,09/03/2018 12:09,Paul Schapurga
2406,Winterization SB(S)-330(1)-W,Oil - Winterization,-,09/03/2018 11:23,Paul Schapurga,330(1),Oil,Oil Sativa Blend,946,0,946,0,TRUE,7129,0,330(1),Oil,Oil Sativa Blend,7129,0,7129,0,N/A,N/A,09/03/2018 11:24,Paul Schapurga
2405,waste from packaging,Dispose - Spillage,,09/03/2018 9:25,Bridget Fritz,314,Dried,DI Sour Kush-S-8-15 (Afternoon Delight),1,0,1,0,TRUE,0,0,,,,,,0,0,N/A,N/A,09/03/2018 9:25,Bridget Fritz
